timestamp(ms),ECG_comp,Detetcted R wave,ECG_amp,
"1742240422.287",,,"2.16",
"1742240422.288","0",,,
"1742240422.29",,"0",,
"1742240422.292",,,"2.14",
"1742240422.293","0",,,
"1742240422.295",,"0",,
"1742240422.297",,,"2.13",
"1742240422.298","0",,,
"1742240422.3",,"0",,
"1742240422.302",,,"2.12",
"1742240422.303","0",,,
"1742240422.305",,"0",,
"1742240422.307",,,"2.11",
"1742240422.309","0",,,
"1742240422.31",,"0",,
"1742240422.312",,,"2.1",
"1742240422.314","0",,,
"1742240422.315",,"0",,
"1742240422.317",,,"2.09",
"1742240422.319","0",,,
"1742240422.32",,"0",,
"1742240422.322",,,"2.09",
"1742240422.323","0",,,
"1742240422.325",,"0",,
"1742240422.326",,,"2.09",
"1742240422.328","0",,,
"1742240422.33",,"0",,
"1742240422.331",,,"2.09",
"1742240422.333","0",,,
"1742240422.335",,"0",,
"1742240422.337",,,"2.1",
"1742240422.338","0",,,
"1742240422.34",,"0",,
"1742240422.342",,,"2.09",
"1742240422.343","0",,,
"1742240422.345",,"0",,
"1742240422.347",,,"2.09",
"1742240422.348","0",,,
"1742240422.35",,"0",,
"1742240422.352",,,"2.1",
"1742240422.353","0",,,
"1742240422.355",,"0",,
"1742240422.357",,,"2.1",
"1742240422.358","0",,,
"1742240422.36",,"0",,
"1742240422.362",,,"2.11",
"1742240422.363","0",,,
"1742240422.365",,"0",,
"1742240422.367",,,"2.11",
"1742240422.368","0",,,
"1742240422.37",,"0",,
"1742240422.371",,,"2.11",
"1742240422.373","0",,,
"1742240422.374",,"0",,
"1742240422.376",,,"2.11",
"1742240422.378","0",,,
"1742240422.38",,"0",,
"1742240422.381",,,"2.12",
"1742240422.383","0",,,
"1742240422.385",,"0",,
"1742240422.387",,,"2.11",
"1742240422.388","0",,,
"1742240422.39",,"0",,
"1742240422.392",,,"2.11",
"1742240422.393","0",,,
"1742240422.395",,"0",,
"1742240422.397",,,"2.13",
"1742240422.398","0",,,
"1742240422.4",,"0",,
"1742240422.402",,,"2.14",
"1742240422.403","0",,,
"1742240422.405",,"0",,
"1742240422.407",,,"2.14",
"1742240422.408","0",,,
"1742240422.41",,"0",,
"1742240422.412",,,"2.15",
"1742240422.413","0",,,
"1742240422.415",,"0",,
"1742240422.417",,,"2.16",
"1742240422.418","0",,,
"1742240422.42",,"0",,
"1742240422.422",,,"2.16",
"1742240422.424","0",,,
"1742240422.425",,"0",,
"1742240422.428",,,"2.16",
"1742240422.429","0",,,
"1742240422.43",,"0",,
"1742240422.432",,,"2.16",
"1742240422.434","0",,,
"1742240422.436",,"0",,
"1742240422.438",,,"2.16",
"1742240422.439","0",,,
"1742240422.441",,"0",,
"1742240422.443",,,"2.17",
"1742240422.444","0",,,
"1742240422.446",,"0",,
"1742240422.448",,,"2.16",
"1742240422.449","0",,,
"1742240422.451",,"0",,
"1742240422.452",,,"2.17",
"1742240422.453","0",,,
"1742240422.455",,"0",,
"1742240422.457",,,"2.16",
"1742240422.458","0",,,
"1742240422.46",,"0",,
"1742240422.462",,,"2.17",
"1742240422.463","0",,,
"1742240422.465",,"0",,
"1742240422.467",,,"2.17",
"1742240422.468","0",,,
"1742240422.47",,"0",,
"1742240422.472",,,"2.17",
"1742240422.473","0",,,
"1742240422.475",,"0",,
"1742240422.477",,,"2.18",
"1742240422.479","0",,,
"1742240422.48",,"0",,
"1742240422.482",,,"2.18",
"1742240422.484","0",,,
"1742240422.486",,"0",,
"1742240422.487",,,"2.18",
"1742240422.489","0",,,
"1742240422.491",,"0",,
"1742240422.492",,,"2.18",
"1742240422.493","0",,,
"1742240422.495",,"0",,
"1742240422.497",,,"2.18",
"1742240422.498","0",,,
"1742240422.5",,"0",,
"1742240422.502",,,"2.18",
"1742240422.503","0",,,
"1742240422.505",,"0",,
"1742240422.507",,,"2.18",
"1742240422.508","0",,,
"1742240422.51",,"0",,
"1742240422.512",,,"2.18",
"1742240422.513","0",,,
"1742240422.515",,"0",,
"1742240422.517",,,"2.17",
"1742240422.518","0",,,
"1742240422.52",,"0",,
"1742240422.522",,,"2.18",
"1742240422.523","0",,,
"1742240422.525",,"0",,
"1742240422.527",,,"2.19",
"1742240422.529","0",,,
"1742240422.53",,"0",,
"1742240422.532",,,"2.19",
"1742240422.534","0",,,
"1742240422.535",,"0",,
"1742240422.537",,,"2.2",
"1742240422.538","0",,,
"1742240422.54",,"0",,
"1742240422.541",,,"2.2",
"1742240422.543","0",,,
"1742240422.545",,"0",,
"1742240422.546",,,"2.2",
"1742240422.548","0",,,
"1742240422.55",,"0",,
"1742240422.551",,,"2.2",
"1742240422.553","0",,,
"1742240422.555",,"0",,
"1742240422.557",,,"2.2",
"1742240422.558","0",,,
"1742240422.562",,"0","2.21",
"1742240422.563","0",,,
"1742240422.565",,"0",,
"1742240422.567",,,"2.19",
"1742240422.568","0",,,
"1742240422.57",,"0",,
"1742240422.572",,,"2.2",
"1742240422.573","0",,,
"1742240422.575",,"0",,
"1742240422.576",,,"2.2",
"1742240422.578","0",,,
"1742240422.58",,"0",,
"1742240422.581",,,"2.2",
"1742240422.582","0",,,
"1742240422.584",,"0",,
"1742240422.586",,,"2.21",
"1742240422.588","0",,,
"1742240422.589",,"0",,
"1742240422.591",,,"2.2",
"1742240422.593","0",,,
"1742240422.595",,"0",,
"1742240422.596",,,"2.2",
"1742240422.598","0",,,
"1742240422.6",,"0",,
"1742240422.601",,,"2.2",
"1742240422.603","0",,,
"1742240422.605",,"0",,
"1742240422.607",,,"2.21",
"1742240422.608","0",,,
"1742240422.61",,"0",,
"1742240422.612",,,"2.2",
"1742240422.613","0",,,
"1742240422.615",,"0",,
"1742240422.617",,,"2.21",
"1742240422.618","0",,,
"1742240422.62",,"0",,
"1742240422.621",,,"2.22",
"1742240422.623","0",,,
"1742240422.624",,"0",,
"1742240422.626",,,"2.22",
"1742240422.627","0",,,
"1742240422.629",,"0",,
"1742240422.631",,,"2.22",
"1742240422.632","0",,,
"1742240422.634",,"0",,
"1742240422.636",,,"2.2",
"1742240422.637","0",,,
"1742240422.639",,"0",,
"1742240422.641",,,"2.22",
"1742240422.642","0",,,
"1742240422.644",,"0",,
"1742240422.646",,,"2.22",
"1742240422.648","0",,,
"1742240422.649",,"0",,
"1742240422.651",,,"2.2",
"1742240422.653","0",,,
"1742240422.655",,"0",,
"1742240422.656",,,"2.2",
"1742240422.658","0",,,
"1742240422.66",,"0",,
"1742240422.661",,,"2.22",
"1742240422.663","0",,,
"1742240422.665",,"0",,
"1742240422.667",,,"2.22",
"1742240422.668","0",,,
"1742240422.67",,"0",,
"1742240422.672",,,"2.22",
"1742240422.673","0",,,
"1742240422.675",,"0",,
"1742240422.677",,,"2.22",
"1742240422.678","0",,,
"1742240422.68",,"0",,
"1742240422.682",,,"2.22",
"1742240422.683","0",,,
"1742240422.685",,"0",,
"1742240422.687",,,"2.22",
"1742240422.688","0",,,
"1742240422.69",,"0",,
"1742240422.692",,,"2.22",
"1742240422.693","0",,,
"1742240422.695",,"0",,
"1742240422.697",,,"2.22",
"1742240422.699","0",,,
"1742240422.7",,"0",,
"1742240422.702",,,"2.23",
"1742240422.704","0",,,
"1742240422.706",,"0",,
"1742240422.707",,,"2.22",
"1742240422.708","0",,,
"1742240422.71",,"0",,
"1742240422.711",,,"2.23",
"1742240422.713","0",,,
"1742240422.715",,"0",,
"1742240422.716",,,"2.23",
"1742240422.718","0",,,
"1742240422.72",,"0",,
"1742240422.722",,,"2.21",
"1742240422.723","0",,,
"1742240422.725",,"0",,
"1742240422.727",,,"2.22",
"1742240422.728","0",,,
"1742240422.73",,"0",,
"1742240422.732",,,"2.23",
"1742240422.733","0",,,
"1742240422.735",,"0",,
"1742240422.737",,,"2.22",
"1742240422.738","0",,,
"1742240422.74",,"0",,
"1742240422.742",,,"2.22",
"1742240422.743","0",,,
"1742240422.745",,"0",,
"1742240422.746",,,"2.24",
"1742240422.748","0",,,
"1742240422.75",,"0",,
"1742240422.751",,,"2.23",
"1742240422.752","0",,,
"1742240422.754",,"0",,
"1742240422.756",,,"2.23",
"1742240422.758","0",,,
"1742240422.759",,"0",,
"1742240422.761",,,"2.23",
"1742240422.763","0",,,
"1742240422.764",,"0",,
"1742240422.766",,,"2.23",
"1742240422.768","0",,,
"1742240422.77",,"0",,
"1742240422.771",,,"2.24",
"1742240422.773","0",,,
"1742240422.775",,"0",,
"1742240422.777",,,"2.24",
"1742240422.778","0",,,
"1742240422.78",,"0",,
"1742240422.782",,,"2.24",
"1742240422.783","0",,,
"1742240422.785",,"0",,
"1742240422.787",,,"2.23",
"1742240422.788","0",,,
"1742240422.79",,"0",,
"1742240422.791",,,"2.23",
"1742240422.793","0",,,
"1742240422.794",,"0",,
"1742240422.796",,,"2.22",
"1742240422.797","0",,,
"1742240422.799",,"0",,
"1742240422.801",,,"2.24",
"1742240422.802","0",,,
"1742240422.804",,"0",,
"1742240422.806",,,"2.24",
"1742240422.808","0",,,
"1742240422.809",,"0",,
"1742240422.811",,,"2.24",
"1742240422.813","0",,,
"1742240422.814",,"0",,
"1742240422.816",,,"2.25",
"1742240422.818","0",,,
"1742240422.819",,"0",,
"1742240422.821",,,"2.25",
"1742240422.823","0",,,
"1742240422.825",,"0",,
"1742240422.827",,,"2.24",
"1742240422.828","0",,,
"1742240422.83",,"0",,
"1742240422.831",,,"2.25",
"1742240422.832","0",,,
"1742240422.834",,"0",,
"1742240422.836",,,"2.27",
"1742240422.837","0",,,
"1742240422.839",,"0",,
"1742240422.841",,,"2.28",
"1742240422.842","0",,,
"1742240422.844",,"0",,
"1742240422.846",,,"2.29",
"1742240422.847","0",,,
"1742240422.849",,"0",,
"1742240422.851",,,"2.31",
"1742240422.852","0",,,
"1742240422.854",,"0",,
"1742240422.856",,,"2.32",
"1742240422.857","0",,,
"1742240422.859",,"0",,
"1742240422.861",,,"2.33",
"1742240422.862","0",,,
"1742240422.864",,"0",,
"1742240422.866",,,"2.33",
"1742240422.868","0",,,
"1742240422.869",,"0",,
"1742240422.871",,,"2.34",
"1742240422.873","0",,,
"1742240422.874",,"0",,
"1742240422.876",,,"2.35",
"1742240422.877","0",,,
"1742240422.879",,"0",,
"1742240422.881",,,"2.35",
"1742240422.882","0",,,
"1742240422.884",,"0",,
"1742240422.886",,,"2.34",
"1742240422.887","0",,,
"1742240422.889",,"0",,
"1742240422.891",,,"2.34",
"1742240422.892","0",,,
"1742240422.894",,"0",,
"1742240422.896",,,"2.32",
"1742240422.897","0",,,
"1742240422.899",,"0",,
"1742240422.901",,,"2.3",
"1742240422.902","0",,,
"1742240422.904",,"0",,
"1742240422.906",,,"2.29",
"1742240422.907","0",,,
"1742240422.909",,"0",,
"1742240422.911",,,"2.27",
"1742240422.912","0",,,
"1742240422.914",,"0",,
"1742240422.916",,,"2.25",
"1742240422.917","0",,,
"1742240422.919",,"0",,
"1742240422.921",,,"2.24",
"1742240422.922","0",,,
"1742240422.924",,"0",,
"1742240422.926",,,"2.24",
"1742240422.928","0",,,
"1742240422.93",,"0",,
"1742240422.931",,,"2.24",
"1742240422.933","0",,,
"1742240422.935",,"0",,
"1742240422.936",,,"2.23",
"1742240422.938","0",,,
"1742240422.94",,"0",,
"1742240422.941",,,"2.22",
"1742240422.943","0",,,
"1742240422.945",,"0",,
"1742240422.947",,,"2.22",
"1742240422.948","0",,,
"1742240422.95",,"0",,
"1742240422.952",,,"2.22",
"1742240422.953","0",,,
"1742240422.955",,"0",,
"1742240422.957",,,"2.22",
"1742240422.958","0",,,
"1742240422.96",,"0",,
"1742240422.961",,,"2.22",
"1742240422.963","0",,,
"1742240422.965",,"0",,
"1742240422.966",,,"2.22",
"1742240422.967","0",,,
"1742240422.969",,"0",,
"1742240422.971",,,"2.22",
"1742240422.973","0",,,
"1742240422.974",,"0",,
"1742240422.976",,,"2.22",
"1742240422.978","0",,,
"1742240422.979",,"0",,
"1742240422.981",,,"2.21",
"1742240422.983","0",,,
"1742240422.984",,"0",,
"1742240422.986",,,"2.22",
"1742240422.988","0",,,
"1742240422.99",,"0",,
"1742240422.991",,,"2.21",
"1742240422.993","0",,,
"1742240422.995",,"0",,
"1742240422.997",,,"2.17",
"1742240422.998","0",,,
"1742240423",,"0",,
"1742240423.001",,,"2.15",
"1742240423.002","0",,,
"1742240423.004",,"0",,
"1742240423.006",,,"2.14",
"1742240423.007","0",,,
"1742240423.009",,"0",,
"1742240423.011",,,"2.22",
"1742240423.012","0",,,
"1742240423.014",,"0",,
"1742240423.016",,,"2.43",
"1742240423.017","0",,,
"1742240423.019",,"0",,
"1742240423.021",,,"2.7",
"1742240423.022","5",,,
"1742240423.025",,"1",,
"1742240423.027",,"0",,
"1742240423.028",,,"2.96",
"1742240423.03","5",,,
"1742240423.032",,"0",,
"1742240423.033",,,"3.06",
"1742240423.034","5",,,
"1742240423.036",,"0",,
"1742240423.037",,,"2.83",
"1742240423.039","5",,,
"1742240423.041",,"0",,
"1742240423.042",,,"2.5",
"1742240423.043","0",,,
"1742240423.045",,"0",,
"1742240423.046",,,"2.27",
"1742240423.048","0",,,
"1742240423.05",,"0",,
"1742240423.051",,,"2.11",
"1742240423.052","0",,,
"1742240423.054",,"0",,
"1742240423.056",,,"2.03",
"1742240423.057","0",,,
"1742240423.059",,"0",,
"1742240423.061",,,"2.02",
"1742240423.062","0",,,
"1742240423.064",,"0",,
"1742240423.066",,,"2.04",
"1742240423.067","0",,,
"1742240423.069",,"0",,
"1742240423.071",,,"2.09",
"1742240423.072","0",,,
"1742240423.074",,"0",,
"1742240423.076",,,"2.15",
"1742240423.077","0",,,
"1742240423.079",,"0",,
"1742240423.081",,,"2.18",
"1742240423.082","0",,,
"1742240423.084",,"0",,
"1742240423.086",,,"2.19",
"1742240423.087","0",,,
"1742240423.089",,"0",,
"1742240423.09",,,"2.2",
"1742240423.092","0",,,
"1742240423.093",,"0",,
"1742240423.095",,,"2.2",
"1742240423.097","0",,,
"1742240423.099",,"0",,
"1742240423.1",,,"2.21",
"1742240423.102","0",,,
"1742240423.104",,"0",,
"1742240423.105",,,"2.21",
"1742240423.107","0",,,
"1742240423.109",,"0",,
"1742240423.111",,,"2.22",
"1742240423.112","0",,,
"1742240423.114",,"0",,
"1742240423.116",,,"2.22",
"1742240423.117","0",,,
"1742240423.119",,"0",,
"1742240423.121",,,"2.22",
"1742240423.122","0",,,
"1742240423.124",,"0",,
"1742240423.126",,,"2.23",
"1742240423.127","0",,,
"1742240423.129",,"0",,
"1742240423.13",,,"2.25",
"1742240423.132","0",,,
"1742240423.134",,"0",,
"1742240423.135",,,"2.24",
"1742240423.136","0",,,
"1742240423.138",,"0",,
"1742240423.14",,,"2.25",
"1742240423.142","0",,,
"1742240423.143",,"0",,
"1742240423.145",,,"2.26",
"1742240423.147","0",,,
"1742240423.148",,"0",,
"1742240423.15",,,"2.28",
"1742240423.152","0",,,
"1742240423.154",,"0",,
"1742240423.155",,,"2.28",
"1742240423.157","0",,,
"1742240423.159",,"0",,
"1742240423.16",,,"2.3",
"1742240423.162","0",,,
"1742240423.164",,"0",,
"1742240423.166",,,"2.3",
"1742240423.167","0",,,
"1742240423.169",,"0",,
"1742240423.171",,,"2.3",
"1742240423.172","0",,,
"1742240423.174",,"0",,
"1742240423.176",,,"2.33",
"1742240423.177","0",,,
"1742240423.179",,"0",,
"1742240423.181",,,"2.33",
"1742240423.182","0",,,
"1742240423.184",,"0",,
"1742240423.186",,,"2.34",
"1742240423.187","0",,,
"1742240423.189",,"0",,
"1742240423.191",,,"2.37",
"1742240423.192","0",,,
"1742240423.194",,"0",,
"1742240423.196",,,"2.39",
"1742240423.198","0",,,
"1742240423.199",,"0",,
"1742240423.201",,,"2.39",
"1742240423.203","0",,,
"1742240423.204",,"0",,
"1742240423.206",,,"2.4",
"1742240423.208","0",,,
"1742240423.21",,"0",,
"1742240423.211",,,"2.42",
"1742240423.213","0",,,
"1742240423.215",,"0",,
"1742240423.216",,,"2.43",
"1742240423.217","0",,,
"1742240423.219",,"0",,
"1742240423.221",,,"2.44",
"1742240423.222","0",,,
"1742240423.224",,"0",,
"1742240423.226",,,"2.45",
"1742240423.227","0",,,
"1742240423.229",,"0",,
"1742240423.231",,,"2.46",
"1742240423.232","0",,,
"1742240423.234",,"0",,
"1742240423.236",,,"2.46",
"1742240423.237","0",,,
"1742240423.239",,"0",,
"1742240423.241",,,"2.46",
"1742240423.242","0",,,
"1742240423.244",,"0",,
"1742240423.246",,,"2.44",
"1742240423.247","0",,,
"1742240423.249",,"0",,
"1742240423.251",,,"2.43",
"1742240423.252","0",,,
"1742240423.254",,"0",,
"1742240423.256",,,"2.43",
"1742240423.257","0",,,
"1742240423.259",,"0",,
"1742240423.26",,,"2.42",
"1742240423.262","0",,,
"1742240423.263",,"0",,
"1742240423.265",,,"2.4",
"1742240423.267","0",,,
"1742240423.268",,"0",,
"1742240423.27",,,"2.37",
"1742240423.272","0",,,
"1742240423.274",,"0",,
"1742240423.276",,,"2.34",
"1742240423.277","0",,,
"1742240423.279",,"0",,
"1742240423.281",,,"2.32",
"1742240423.282","0",,,
"1742240423.284",,"0",,
"1742240423.286",,,"2.28",
"1742240423.287","0",,,
"1742240423.289",,"0",,
"1742240423.291",,,"2.27",
"1742240423.292","0",,,
"1742240423.294",,"0",,
"1742240423.296",,,"2.22",
"1742240423.297","0",,,
"1742240423.299",,"0",,
"1742240423.3",,,"2.22",
"1742240423.302","0",,,
"1742240423.304",,"0",,
"1742240423.305",,,"2.2",
"1742240423.306","0",,,
"1742240423.308",,"0",,
"1742240423.31",,,"2.18",
"1742240423.312","0",,,
"1742240423.313",,"0",,
"1742240423.315",,,"2.17",
"1742240423.317","0",,,
"1742240423.318",,"0",,
"1742240423.32",,,"2.15",
"1742240423.322","0",,,
"1742240423.324",,"0",,
"1742240423.325",,,"2.15",
"1742240423.327","0",,,
"1742240423.329",,"0",,
"1742240423.331",,,"2.13",
"1742240423.332","0",,,
"1742240423.334",,"0",,
"1742240423.336",,,"2.12",
"1742240423.337","0",,,
"1742240423.339",,"0",,
"1742240423.34",,,"2.12",
"1742240423.342","0",,,
"1742240423.343",,"0",,
"1742240423.345",,,"2.11",
"1742240423.346","0",,,
"1742240423.348",,"0",,
"1742240423.35",,,"2.11",
"1742240423.351","0",,,
"1742240423.353",,"0",,
"1742240423.355",,,"2.11",
"1742240423.356","0",,,
"1742240423.358",,"0",,
"1742240423.36",,,"2.12",
"1742240423.362","0",,,
"1742240423.363",,"0",,
"1742240423.365",,,"2.1",
"1742240423.367","0",,,
"1742240423.368",,"0",,
"1742240423.37",,,"2.11",
"1742240423.372","0",,,
"1742240423.373",,"0",,
"1742240423.375",,,"2.12",
"1742240423.377","0",,,
"1742240423.378",,"0",,
"1742240423.38",,,"2.11",
"1742240423.382","0",,,
"1742240423.384",,"0",,
"1742240423.385",,,"2.12",
"1742240423.386","0",,,
"1742240423.388",,"0",,
"1742240423.39",,,"2.13",
"1742240423.391","0",,,
"1742240423.394",,"0",,
"1742240423.395",,,"2.11",
"1742240423.396","0",,,
"1742240423.398",,"0",,
"1742240423.4",,,"2.12",
"1742240423.401","0",,,
"1742240423.403",,"0",,
"1742240423.405",,,"2.13",
"1742240423.406","0",,,
"1742240423.408",,"0",,
"1742240423.41",,,"2.13",
"1742240423.411","0",,,
"1742240423.413",,"0",,
"1742240423.415",,,"2.14",
"1742240423.417","0",,,
"1742240423.418",,"0",,
"1742240423.42",,,"2.14",
"1742240423.422","0",,,
"1742240423.424",,"0",,
"1742240423.425",,,"2.14",
"1742240423.427","0",,,
"1742240423.429",,"0",,
"1742240423.43",,,"2.15",
"1742240423.432","0",,,
"1742240423.434",,"0",,
"1742240423.436",,,"2.15",
"1742240423.437","0",,,
"1742240423.439",,"0",,
"1742240423.441",,,"2.15",
"1742240423.442","0",,,
"1742240423.444",,"0",,
"1742240423.446",,,"2.16",
"1742240423.447","0",,,
"1742240423.449",,"0",,
"1742240423.451",,,"2.16",
"1742240423.452","0",,,
"1742240423.454",,"0",,
"1742240423.456",,,"2.16",
"1742240423.457","0",,,
"1742240423.459",,"0",,
"1742240423.461",,,"2.17",
"1742240423.462","0",,,
"1742240423.464",,"0",,
"1742240423.466",,,"2.16",
"1742240423.468","0",,,
"1742240423.469",,"0",,
"1742240423.471",,,"2.18",
"1742240423.472","0",,,
"1742240423.474",,"0",,
"1742240423.475",,,"2.18",
"1742240423.477","0",,,
"1742240423.479",,"0",,
"1742240423.48",,,"2.17",
"1742240423.482","0",,,
"1742240423.484",,"0",,
"1742240423.485",,,"2.17",
"1742240423.487","0",,,
"1742240423.489",,"0",,
"1742240423.49",,,"2.17",
"1742240423.492","0",,,
"1742240423.494",,"0",,
"1742240423.496",,,"2.18",
"1742240423.497","0",,,
"1742240423.499",,"0",,
"1742240423.501",,,"2.17",
"1742240423.502","0",,,
"1742240423.504",,"0",,
"1742240423.506",,,"2.17",
"1742240423.507","0",,,
"1742240423.51",,"0","2.18",
"1742240423.512","0",,,
"1742240423.513",,"0",,
"1742240423.515",,,"2.18",
"1742240423.516","0",,,
"1742240423.518",,"0",,
"1742240423.52",,,"2.18",
"1742240423.521","0",,,
"1742240423.523",,"0",,
"1742240423.525",,,"2.19",
"1742240423.526","0",,,
"1742240423.528",,"0",,
"1742240423.53",,,"2.19",
"1742240423.532","0",,,
"1742240423.533",,"0",,
"1742240423.535",,,"2.19",
"1742240423.537","0",,,
"1742240423.539",,"0",,
"1742240423.54",,,"2.2",
"1742240423.542","0",,,
"1742240423.544",,"0",,
"1742240423.546",,,"2.2",
"1742240423.547","0",,,
"1742240423.549",,"0",,
"1742240423.551",,,"2.2",
"1742240423.552","0",,,
"1742240423.554",,"0",,
"1742240423.555",,,"2.2",
"1742240423.556","0",,,
"1742240423.558",,"0",,
"1742240423.56",,,"2.19",
"1742240423.561","0",,,
"1742240423.563",,"0",,
"1742240423.565",,,"2.2",
"1742240423.566","0",,,
"1742240423.568",,"0",,
"1742240423.57",,,"2.21",
"1742240423.571","0",,,
"1742240423.573",,"0",,
"1742240423.575",,,"2.2",
"1742240423.576","0",,,
"1742240423.578",,"0",,
"1742240423.58",,,"2.21",
"1742240423.581","0",,,
"1742240423.583",,"0",,
"1742240423.585",,,"2.2",
"1742240423.587","0",,,
"1742240423.588",,"0",,
"1742240423.59",,,"2.21",
"1742240423.592","0",,,
"1742240423.593",,"0",,
"1742240423.595",,,"2.21",
"1742240423.596","0",,,
"1742240423.598",,"0",,
"1742240423.599",,,"2.21",
"1742240423.601","0",,,
"1742240423.603",,"0",,
"1742240423.605",,,"2.21",
"1742240423.606","0",,,
"1742240423.608",,"0",,
"1742240423.61",,,"2.21",
"1742240423.611","0",,,
"1742240423.613",,"0",,
"1742240423.615",,,"2.21",
"1742240423.616","0",,,
"1742240423.618",,"0",,
"1742240423.62",,,"2.21",
"1742240423.621","0",,,
"1742240423.623",,"0",,
"1742240423.625",,,"2.21",
"1742240423.626","0",,,
"1742240423.628",,"0",,
"1742240423.63",,,"2.22",
"1742240423.631","0",,,
"1742240423.633",,"0",,
"1742240423.635",,,"2.21",
"1742240423.636","0",,,
"1742240423.638",,"0",,
"1742240423.64",,,"2.22",
"1742240423.641","0",,,
"1742240423.643",,"0",,
"1742240423.644",,,"2.21",
"1742240423.646","0",,,
"1742240423.648",,"0",,
"1742240423.649",,,"2.21",
"1742240423.651","0",,,
"1742240423.652",,"0",,
"1742240423.654",,,"2.22",
"1742240423.656","0",,,
"1742240423.658",,"0",,
"1742240423.66",,,"2.22",
"1742240423.661","0",,,
"1742240423.663",,"0",,
"1742240423.665",,,"2.21",
"1742240423.666","0",,,
"1742240423.668",,"0",,
"1742240423.67",,,"2.21",
"1742240423.671","0",,,
"1742240423.673",,"0",,
"1742240423.675",,,"2.21",
"1742240423.676","0",,,
"1742240423.678",,"0",,
"1742240423.68",,,"2.22",
"1742240423.681","0",,,
"1742240423.683",,"0",,
"1742240423.685",,,"2.22",
"1742240423.686","0",,,
"1742240423.688",,"0",,
"1742240423.69",,,"2.22",
"1742240423.691","0",,,
"1742240423.693",,"0",,
"1742240423.695",,,"2.22",
"1742240423.697","0",,,
"1742240423.698",,"0",,
"1742240423.7",,,"2.22",
"1742240423.702","0",,,
"1742240423.703",,"0",,
"1742240423.705",,,"2.22",
"1742240423.707","0",,,
"1742240423.709",,"0",,
"1742240423.711",,,"2.22",
"1742240423.712","0",,,
"1742240423.714",,"0",,
"1742240423.716",,,"2.22",
"1742240423.717","0",,,
"1742240423.719",,"0",,
"1742240423.721",,,"2.22",
"1742240423.722","0",,,
"1742240423.724",,"0",,
"1742240423.725",,,"2.22",
"1742240423.727","0",,,
"1742240423.728",,"0",,
"1742240423.73",,,"2.22",
"1742240423.731","0",,,
"1742240423.733",,"0",,
"1742240423.735",,,"2.22",
"1742240423.736","0",,,
"1742240423.738",,"0",,
"1742240423.74",,,"2.22",
"1742240423.741","0",,,
"1742240423.743",,"0",,
"1742240423.745",,,"2.23",
"1742240423.746","0",,,
"1742240423.748",,"0",,
"1742240423.75",,,"2.22",
"1742240423.752","0",,,
"1742240423.753",,"0",,
"1742240423.755",,,"2.22",
"1742240423.757","0",,,
"1742240423.759",,"0",,
"1742240423.76",,,"2.22",
"1742240423.762","0",,,
"1742240423.764",,"0",,
"1742240423.765",,,"2.23",
"1742240423.766","0",,,
"1742240423.768",,"0",,
"1742240423.769",,,"2.22",
"1742240423.771","0",,,
"1742240423.773",,"0",,
"1742240423.775",,,"2.22",
"1742240423.776","0",,,
"1742240423.778",,"0",,
"1742240423.78",,,"2.22",
"1742240423.781","0",,,
"1742240423.783",,"0",,
"1742240423.785",,,"2.23",
"1742240423.786","0",,,
"1742240423.788",,"0",,
"1742240423.79",,,"2.22",
"1742240423.791","0",,,
"1742240423.793",,"0",,
"1742240423.795",,,"2.24",
"1742240423.796","0",,,
"1742240423.798",,"0",,
"1742240423.8",,,"2.22",
"1742240423.801","0",,,
"1742240423.803",,"0",,
"1742240423.805",,,"2.22",
"1742240423.807","0",,,
"1742240423.808",,"0",,
"1742240423.81",,,"2.22",
"1742240423.811","0",,,
"1742240423.813",,"0",,
"1742240423.814",,,"2.22",
"1742240423.816","0",,,
"1742240423.818",,"0",,
"1742240423.819",,,"2.22",
"1742240423.821","0",,,
"1742240423.823",,"0",,
"1742240423.824",,,"2.23",
"1742240423.826","0",,,
"1742240423.828",,"0",,
"1742240423.83",,,"2.23",
"1742240423.831","0",,,
"1742240423.833",,"0",,
"1742240423.835",,,"2.22",
"1742240423.836","0",,,
"1742240423.838",,"0",,
"1742240423.84",,,"2.23",
"1742240423.841","0",,,
"1742240423.843",,"0",,
"1742240423.845",,,"2.23",
"1742240423.846","0",,,
"1742240423.848",,"0",,
"1742240423.85",,,"2.24",
"1742240423.851","0",,,
"1742240423.853",,"0",,
"1742240423.854",,,"2.24",
"1742240423.855","0",,,
"1742240423.857",,"0",,
"1742240423.859",,,"2.23",
"1742240423.86","0",,,
"1742240423.862",,"0",,
"1742240423.864",,,"2.23",
"1742240423.866","0",,,
"1742240423.867",,"0",,
"1742240423.869",,,"2.23",
"1742240423.871","0",,,
"1742240423.873",,"0",,
"1742240423.874",,,"2.23",
"1742240423.876","0",,,
"1742240423.878",,"0",,
"1742240423.88",,,"2.24",
"1742240423.881","0",,,
"1742240423.883",,"0",,
"1742240423.885",,,"2.24",
"1742240423.886","0",,,
"1742240423.888",,"0",,
"1742240423.89",,,"2.24",
"1742240423.891","0",,,
"1742240423.893",,"0",,
"1742240423.894",,,"2.26",
"1742240423.896","0",,,
"1742240423.897",,"0",,
"1742240423.899",,,"2.26",
"1742240423.9","0",,,
"1742240423.902",,"0",,
"1742240423.904",,,"2.27",
"1742240423.905","0",,,
"1742240423.907",,"0",,
