timestamp(ms),ECG_comp,Detetcted R wave,ECG_amp,
"1742240425.317",,,"2.39",
"1742240425.319","0",,,
"1742240425.321",,"0",,
"1742240425.322",,,"2.4",
"1742240425.324","0",,,
"1742240425.325",,"0",,
"1742240425.327",,,"2.39",
"1742240425.329","0",,,
"1742240425.331",,"0",,
"1742240425.332",,,"2.39",
"1742240425.334","0",,,
"1742240425.336",,"0",,
"1742240425.337",,,"2.38",
"1742240425.338","0",,,
"1742240425.34",,"0",,
"1742240425.342",,,"2.34",
"1742240425.343","0",,,
"1742240425.345",,"0",,
"1742240425.347",,,"2.33",
"1742240425.348","0",,,
"1742240425.35",,"0",,
"1742240425.352",,,"2.3",
"1742240425.353","0",,,
"1742240425.355",,"0",,
"1742240425.357",,,"2.27",
"1742240425.358","0",,,
"1742240425.36",,"0",,
"1742240425.362",,,"2.25",
"1742240425.363","0",,,
"1742240425.365",,"0",,
"1742240425.367",,,"2.23",
"1742240425.369","0",,,
"1742240425.37",,"0",,
"1742240425.372",,,"2.19",
"1742240425.374","0",,,
"1742240425.375",,"0",,
"1742240425.377",,,"2.18",
"1742240425.378","0",,,
"1742240425.38",,"0",,
"1742240425.381",,,"2.16",
"1742240425.383","0",,,
"1742240425.385",,"0",,
"1742240425.387",,,"2.13",
"1742240425.388","0",,,
"1742240425.39",,"0",,
"1742240425.392",,,"2.13",
"1742240425.393","0",,,
"1742240425.395",,"0",,
"1742240425.397",,,"2.12",
"1742240425.398","0",,,
"1742240425.4",,"0",,
"1742240425.402",,,"2.1",
"1742240425.403","0",,,
"1742240425.405",,"0",,
"1742240425.407",,,"2.09",
"1742240425.408","0",,,
"1742240425.41",,"0",,
"1742240425.412",,,"2.08",
"1742240425.413","0",,,
"1742240425.415",,"0",,
"1742240425.417",,,"2.08",
"1742240425.418","0",,,
"1742240425.42",,"0",,
"1742240425.422",,,"2.07",
"1742240425.423","0",,,
"1742240425.425",,"0",,
"1742240425.426",,,"2.06",
"1742240425.428","0",,,
"1742240425.429",,"0",,
"1742240425.431",,,"2.07",
"1742240425.433","0",,,
"1742240425.435",,"0",,
"1742240425.436",,,"2.07",
"1742240425.438","0",,,
"1742240425.44",,"0",,
"1742240425.442",,,"2.06",
"1742240425.443","0",,,
"1742240425.445",,"0",,
"1742240425.447",,,"2.07",
"1742240425.448","0",,,
"1742240425.45",,"0",,
"1742240425.452",,,"2.08",
"1742240425.453","0",,,
"1742240425.455",,"0",,
"1742240425.457",,,"2.08",
"1742240425.458","0",,,
"1742240425.46",,"0",,
"1742240425.462",,,"2.07",
"1742240425.463","0",,,
"1742240425.465",,"0",,
"1742240425.467",,,"2.09",
"1742240425.468","0",,,
"1742240425.47",,"0",,
"1742240425.472",,,"2.09",
"1742240425.474","0",,,
"1742240425.475",,"0",,
"1742240425.477",,,"2.1",
"1742240425.479","0",,,
"1742240425.48",,"0",,
"1742240425.482",,,"2.1",
"1742240425.484","0",,,
"1742240425.485",,"0",,
"1742240425.487",,,"2.1",
"1742240425.489","0",,,
"1742240425.491",,"0",,
"1742240425.492",,,"2.1",
"1742240425.494","0",,,
"1742240425.496",,"0",,
"1742240425.498",,,"2.09",
"1742240425.499","0",,,
"1742240425.501",,"0",,
"1742240425.503",,,"2.11",
"1742240425.504","0",,,
"1742240425.506",,"0",,
"1742240425.507",,,"2.12",
"1742240425.508","0",,,
"1742240425.51",,"0",,
"1742240425.512",,,"2.13",
"1742240425.513","0",,,
"1742240425.515",,"0",,
"1742240425.517",,,"2.12",
"1742240425.518","0",,,
"1742240425.52",,"0",,
"1742240425.522",,,"2.13",
"1742240425.523","0",,,
"1742240425.525",,"0",,
"1742240425.527",,,"2.14",
"1742240425.528","0",,,
"1742240425.53",,"0",,
"1742240425.532",,,"2.14",
"1742240425.534","0",,,
"1742240425.535",,"0",,
"1742240425.537",,,"2.14",
"1742240425.539","0",,,
"1742240425.54",,"0",,
"1742240425.542",,,"2.15",
"1742240425.544","0",,,
"1742240425.546",,"0",,
"1742240425.547",,,"2.15",
"1742240425.548","0",,,
"1742240425.55",,"0",,
"1742240425.552",,,"2.15",
"1742240425.553","0",,,
"1742240425.555",,"0",,
"1742240425.557",,,"2.15",
"1742240425.558","0",,,
"1742240425.56",,"0",,
"1742240425.562",,,"2.15",
"1742240425.563","0",,,
"1742240425.565",,"0",,
"1742240425.567",,,"2.15",
"1742240425.568","0",,,
"1742240425.571",,"0",,
"1742240425.572",,,"2.16",
"1742240425.573","0",,,
"1742240425.575",,"0",,
"1742240425.577",,,"2.16",
"1742240425.578","0",,,
"1742240425.58",,"0",,
"1742240425.582",,,"2.16",
"1742240425.583","0",,,
"1742240425.585",,"0",,
"1742240425.587",,,"2.15",
"1742240425.589","0",,,
"1742240425.59",,"0",,
"1742240425.592",,,"2.16",
"1742240425.593","0",,,
"1742240425.595",,"0",,
"1742240425.596",,,"2.16",
"1742240425.598","0",,,
"1742240425.6",,"0",,
"1742240425.601",,,"2.16",
"1742240425.603","0",,,
"1742240425.605",,"0",,
"1742240425.606",,,"2.17",
"1742240425.608","0",,,
"1742240425.61",,"0",,
"1742240425.611",,,"2.17",
"1742240425.613","0",,,
"1742240425.615",,"0",,
"1742240425.617",,,"2.17",
"1742240425.618","0",,,
"1742240425.62",,"0",,
"1742240425.622",,,"2.17",
"1742240425.623","0",,,
"1742240425.625",,"0",,
"1742240425.627",,,"2.17",
"1742240425.628","0",,,
"1742240425.63",,"0",,
"1742240425.631",,,"2.17",
"1742240425.633","0",,,
"1742240425.635",,"0",,
"1742240425.636",,,"2.17",
"1742240425.637","0",,,
"1742240425.639",,"0",,
"1742240425.641",,,"2.17",
"1742240425.642","0",,,
"1742240425.644",,"0",,
"1742240425.646",,,"2.18",
"1742240425.648","0",,,
"1742240425.649",,"0",,
"1742240425.651",,,"2.17",
"1742240425.653","0",,,
"1742240425.654",,"0",,
"1742240425.656",,,"2.16",
"1742240425.658","0",,,
"1742240425.66",,"0",,
"1742240425.661",,,"2.18",
"1742240425.663","0",,,
"1742240425.665",,"0",,
"1742240425.666",,,"2.17",
"1742240425.668","0",,,
"1742240425.67",,"0",,
"1742240425.672",,,"2.17",
"1742240425.673","0",,,
"1742240425.675",,"0",,
"1742240425.676",,,"2.17",
"1742240425.678","0",,,
"1742240425.679",,"0",,
"1742240425.681",,,"2.18",
"1742240425.682","0",,,
"1742240425.684",,"0",,
"1742240425.686",,,"2.17",
"1742240425.687","0",,,
"1742240425.689",,"0",,
"1742240425.691",,,"2.17",
"1742240425.692","0",,,
"1742240425.694",,"0",,
"1742240425.696",,,"2.17",
"1742240425.698","0",,,
"1742240425.699",,"0",,
"1742240425.701",,,"2.18",
"1742240425.703","0",,,
"1742240425.704",,"0",,
"1742240425.706",,,"2.18",
"1742240425.708","0",,,
"1742240425.709",,"0",,
"1742240425.711",,,"2.17",
"1742240425.713","0",,,
"1742240425.715",,"0",,
"1742240425.716",,,"2.18",
"1742240425.718","0",,,
"1742240425.72",,"0",,
"1742240425.722",,,"2.17",
"1742240425.723","0",,,
"1742240425.725",,"0",,
"1742240425.727",,,"2.18",
"1742240425.728","0",,,
"1742240425.73",,"0",,
"1742240425.732",,,"2.18",
"1742240425.733","0",,,
"1742240425.735",,"0",,
"1742240425.737",,,"2.18",
"1742240425.738","0",,,
"1742240425.74",,"0",,
"1742240425.742",,,"2.18",
"1742240425.743","0",,,
"1742240425.745",,"0",,
"1742240425.747",,,"2.18",
"1742240425.748","0",,,
"1742240425.75",,"0",,
"1742240425.752",,,"2.18",
"1742240425.754","0",,,
"1742240425.755",,"0",,
"1742240425.757",,,"2.17",
"1742240425.759","0",,,
"1742240425.76",,"0",,
"1742240425.762",,,"2.18",
"1742240425.763","0",,,
"1742240425.765",,"0",,
"1742240425.766",,,"2.18",
"1742240425.768","0",,,
"1742240425.77",,"0",,
"1742240425.771",,,"2.18",
"1742240425.773","0",,,
"1742240425.775",,"0",,
"1742240425.777",,,"2.18",
"1742240425.778","0",,,
"1742240425.78",,"0",,
"1742240425.782",,,"2.17",
"1742240425.783","0",,,
"1742240425.785",,"0",,
"1742240425.787",,,"2.18",
"1742240425.788","0",,,
"1742240425.79",,"0",,
"1742240425.792",,,"2.18",
"1742240425.793","0",,,
"1742240425.795",,"0",,
"1742240425.797",,,"2.18",
"1742240425.798","0",,,
"1742240425.8",,"0",,
"1742240425.801",,,"2.18",
"1742240425.803","0",,,
"1742240425.805",,"0",,
"1742240425.806",,,"2.18",
"1742240425.807","0",,,
"1742240425.809",,"0",,
"1742240425.811",,,"2.18",
"1742240425.813","0",,,
"1742240425.814",,"0",,
"1742240425.816",,,"2.17",
"1742240425.818","0",,,
"1742240425.819",,"0",,
"1742240425.821",,,"2.18",
"1742240425.823","0",,,
"1742240425.825",,"0",,
"1742240425.827",,,"2.18",
"1742240425.828","0",,,
"1742240425.83",,"0",,
"1742240425.832",,,"2.18",
"1742240425.833","0",,,
"1742240425.835",,"0",,
"1742240425.837",,,"2.18",
"1742240425.838","0",,,
"1742240425.84",,"0",,
"1742240425.842",,,"2.17",
"1742240425.843","0",,,
"1742240425.845",,"0",,
"1742240425.846",,,"2.19",
"1742240425.848","0",,,
"1742240425.849",,"0",,
"1742240425.851",,,"2.17",
"1742240425.852","0",,,
"1742240425.854",,"0",,
"1742240425.856",,,"2.18",
"1742240425.857","0",,,
"1742240425.859",,"0",,
"1742240425.861",,,"2.18",
"1742240425.862","0",,,
"1742240425.864",,"0",,
"1742240425.866",,,"2.18",
"1742240425.868","0",,,
"1742240425.869",,"0",,
"1742240425.871",,,"2.18",
"1742240425.873","0",,,
"1742240425.874",,"0",,
"1742240425.876",,,"2.17",
"1742240425.878","0",,,
"1742240425.88",,"0",,
"1742240425.881",,,"2.19",
"1742240425.883","0",,,
"1742240425.885",,"0",,
"1742240425.886",,,"2.17",
"1742240425.887","0",,,
"1742240425.889",,"0",,
"1742240425.891",,,"2.17",
"1742240425.892","0",,,
"1742240425.894",,"0",,
"1742240425.896",,,"2.18",
"1742240425.897","0",,,
"1742240425.899",,"0",,
"1742240425.901",,,"2.18",
"1742240425.902","0",,,
"1742240425.904",,"0",,
"1742240425.906",,,"2.18",
"1742240425.907","0",,,
"1742240425.909",,"0",,
"1742240425.911",,,"2.19",
"1742240425.912","0",,,
"1742240425.914",,"0",,
"1742240425.916",,,"2.19",
"1742240425.917","0",,,
"1742240425.919",,"0",,
"1742240425.921",,,"2.19",
"1742240425.922","0",,,
"1742240425.924",,"0",,
"1742240425.926",,,"2.17",
"1742240425.928","0",,,
"1742240425.929",,"0",,
"1742240425.931",,,"2.19",
"1742240425.932","0",,,
"1742240425.934",,"0",,
"1742240425.935",,,"2.19",
"1742240425.937","0",,,
"1742240425.939",,"0",,
"1742240425.941",,,"2.19",
"1742240425.942","0",,,
"1742240425.944",,"0",,
"1742240425.946",,,"2.21",
"1742240425.947","0",,,
"1742240425.949",,"0",,
"1742240425.951",,,"2.21",
"1742240425.952","0",,,
"1742240425.954",,"0",,
"1742240425.956",,,"2.21",
"1742240425.957","0",,,
"1742240425.959",,"0",,
"1742240425.961",,,"2.24",
"1742240425.962","0",,,
"1742240425.964",,"0",,
"1742240425.966",,,"2.25",
"1742240425.967","0",,,
"1742240425.969",,"0",,
"1742240425.971",,,"2.26",
"1742240425.972","0",,,
"1742240425.974",,"0",,
"1742240425.976",,,"2.25",
"1742240425.978","0",,,
"1742240425.979",,"0",,
"1742240425.981",,,"2.27",
"1742240425.983","0",,,
"1742240425.984",,"0",,
"1742240425.986",,,"2.27",
"1742240425.988","0",,,
"1742240425.99",,"0",,
"1742240425.991",,,"2.28",
"1742240425.993","0",,,
"1742240425.995",,"0",,
"1742240425.997",,,"2.27",
"1742240425.998","0",,,
"1742240426",,"0",,
"1742240426.002",,,"2.26",
"1742240426.003","0",,,
"1742240426.005",,"0",,
"1742240426.007",,,"2.25",
"1742240426.008","0",,,
"1742240426.01",,"0",,
"1742240426.012",,,"2.23",
"1742240426.013","0",,,
"1742240426.015",,"0",,
"1742240426.016",,,"2.22",
"1742240426.018","0",,,
"1742240426.02",,"0",,
"1742240426.021",,,"2.19",
"1742240426.022","0",,,
"1742240426.024",,"0",,
"1742240426.026",,,"2.2",
"1742240426.027","0",,,
"1742240426.029",,"0",,
"1742240426.031",,,"2.18",
"1742240426.032","0",,,
"1742240426.034",,"0",,
"1742240426.036",,,"2.17",
"1742240426.038","0",,,
"1742240426.039",,"0",,
"1742240426.041",,,"2.17",
"1742240426.043","0",,,
"1742240426.045",,"0",,
"1742240426.046",,,"2.17",
"1742240426.048","0",,,
"1742240426.05",,"0",,
"1742240426.052",,,"2.16",
"1742240426.053","0",,,
"1742240426.055",,"0",,
"1742240426.056",,,"2.16",
"1742240426.057","0",,,
"1742240426.059",,"0",,
"1742240426.061",,,"2.16",
"1742240426.062","0",,,
"1742240426.064",,"0",,
"1742240426.066",,,"2.16",
"1742240426.067","0",,,
"1742240426.069",,"0",,
"1742240426.071",,,"2.15",
"1742240426.072","0",,,
"1742240426.074",,"0",,
"1742240426.076",,,"2.15",
"1742240426.077","0",,,
"1742240426.079",,"0",,
"1742240426.081",,,"2.16",
"1742240426.082","0",,,
"1742240426.084",,"0",,
"1742240426.086",,,"2.15",
"1742240426.087","0",,,
"1742240426.089",,"0",,
"1742240426.091",,,"2.16",
"1742240426.093","0",,,
"1742240426.094",,"0",,
"1742240426.096",,,"2.16",
"1742240426.098","0",,,
"1742240426.099",,"0",,
"1742240426.101",,,"2.14",
"1742240426.102","0",,,
"1742240426.104",,"0",,
"1742240426.105",,,"2.12",
"1742240426.107","0",,,
"1742240426.109",,"0",,
"1742240426.111",,,"2.08",
"1742240426.112","0",,,
"1742240426.114",,"0",,
"1742240426.116",,,"2.06",
"1742240426.117","0",,,
"1742240426.119",,"0",,
"1742240426.121",,,"2.16",
"1742240426.122","0",,,
"1742240426.124",,"0",,
"1742240426.126",,,"2.36",
"1742240426.127","0",,,
"1742240426.129",,"0",,
"1742240426.131",,,"2.61",
"1742240426.132","0",,,
"1742240426.134",,"0",,
"1742240426.136",,,"2.86",
"1742240426.137","5",,,
"1742240426.14",,"1",,
"1742240426.142",,"0",,
"1742240426.143",,,"2.97",
"1742240426.145","5",,,
"1742240426.147",,"0",,
"1742240426.148",,,"2.83",
"1742240426.149","5",,,
"1742240426.151",,"0",,
"1742240426.152",,,"2.48",
"1742240426.154","0",,,
"1742240426.156",,"0",,
"1742240426.157",,,"2.2",
"1742240426.158","0",,,
"1742240426.16",,"0",,
"1742240426.161",,,"2.04",
"1742240426.163","0",,,
"1742240426.165",,"0",,
"1742240426.166",,,"1.97",
"1742240426.167","0",,,
"1742240426.169",,"0",,
"1742240426.171",,,"1.94",
"1742240426.172","0",,,
"1742240426.174",,"0",,
"1742240426.176",,,"1.97",
"1742240426.177","0",,,
"1742240426.179",,"0",,
"1742240426.181",,,"2.03",
"1742240426.182","0",,,
"1742240426.184",,"0",,
"1742240426.185",,,"2.06",
"1742240426.187","0",,,
"1742240426.188",,"0",,
"1742240426.19",,,"2.11",
"1742240426.191","0",,,
"1742240426.193",,"0",,
"1742240426.195",,,"2.13",
"1742240426.197","0",,,
"1742240426.198",,"0",,
"1742240426.2",,,"2.13",
"1742240426.202","0",,,
"1742240426.203",,"0",,
"1742240426.205",,,"2.12",
"1742240426.207","0",,,
"1742240426.208",,"0",,
"1742240426.21",,,"2.13",
"1742240426.212","0",,,
"1742240426.214",,"0",,
"1742240426.215",,,"2.15",
"1742240426.217","0",,,
"1742240426.219",,"0",,
"1742240426.221",,,"2.15",
"1742240426.222","0",,,
"1742240426.224",,"0",,
"1742240426.226",,,"2.15",
"1742240426.227","0",,,
"1742240426.229",,"0",,
"1742240426.231",,,"2.16",
"1742240426.232","0",,,
"1742240426.234",,"0",,
"1742240426.236",,,"2.17",
"1742240426.237","0",,,
"1742240426.239",,"0",,
"1742240426.241",,,"2.18",
"1742240426.242","0",,,
"1742240426.244",,"0",,
"1742240426.246",,,"2.18",
"1742240426.247","0",,,
"1742240426.249",,"0",,
"1742240426.251",,,"2.19",
"1742240426.252","0",,,
"1742240426.254",,"0",,
"1742240426.256",,,"2.2",
"1742240426.258","0",,,
"1742240426.259",,"0",,
"1742240426.261",,,"2.2",
"1742240426.263","0",,,
"1742240426.264",,"0",,
"1742240426.266",,,"2.22",
"1742240426.268","0",,,
"1742240426.27",,"0",,
"1742240426.271",,,"2.23",
"1742240426.272","0",,,
"1742240426.274",,"0",,
"1742240426.275",,,"2.24",
"1742240426.277","0",,,
"1742240426.279",,"0",,
"1742240426.281",,,"2.25",
"1742240426.282","0",,,
"1742240426.284",,"0",,
"1742240426.286",,,"2.26",
"1742240426.287","0",,,
"1742240426.289",,"0",,
"1742240426.291",,,"2.28",
"1742240426.292","0",,,
"1742240426.294",,"0",,
"1742240426.296",,,"2.3",
"1742240426.297","0",,,
"1742240426.299",,"0",,
"1742240426.301",,,"2.31",
"1742240426.302","0",,,
"1742240426.304",,"0",,
"1742240426.306",,,"2.33",
"1742240426.307","0",,,
"1742240426.309",,"0",,
"1742240426.311",,,"2.34",
"1742240426.312","0",,,
"1742240426.314",,"0",,
"1742240426.315",,,"2.36",
"1742240426.317","0",,,
"1742240426.318",,"0",,
"1742240426.32",,,"2.36",
"1742240426.322","0",,,
"1742240426.324",,"0",,
"1742240426.325",,,"2.38",
"1742240426.327","0",,,
"1742240426.329",,"0",,
"1742240426.33",,,"2.39",
"1742240426.332","0",,,
"1742240426.334",,"0",,
"1742240426.336",,,"2.4",
"1742240426.337","0",,,
"1742240426.339",,"0",,
"1742240426.341",,,"2.4",
"1742240426.342","0",,,
"1742240426.344",,"0",,
"1742240426.346",,,"2.41",
"1742240426.347","0",,,
"1742240426.349",,"0",,
"1742240426.351",,,"2.42",
"1742240426.352","0",,,
"1742240426.354",,"0",,
"1742240426.355",,,"2.41",
"1742240426.357","0",,,
"1742240426.359",,"0",,
"1742240426.36",,,"2.4",
"1742240426.361","0",,,
"1742240426.363",,"0",,
"1742240426.365",,,"2.39",
"1742240426.366","0",,,
"1742240426.368",,"0",,
"1742240426.37",,,"2.37",
"1742240426.372","0",,,
"1742240426.373",,"0",,
"1742240426.375",,,"2.34",
"1742240426.377","0",,,
"1742240426.379",,"0",,
"1742240426.38",,,"2.33",
"1742240426.382","0",,,
"1742240426.384",,"0",,
"1742240426.385",,,"2.29",
"1742240426.387","0",,,
"1742240426.389",,"0",,
"1742240426.391",,,"2.27",
"1742240426.392","0",,,
"1742240426.394",,"0",,
"1742240426.395",,,"2.25",
"1742240426.397","0",,,
"1742240426.398",,"0",,
"1742240426.4",,,"2.22",
"1742240426.401","0",,,
"1742240426.403",,"0",,
"1742240426.405",,,"2.19",
"1742240426.406","0",,,
"1742240426.408",,"0",,
"1742240426.41",,,"2.18",
"1742240426.411","0",,,
"1742240426.413",,"0",,
"1742240426.415",,,"2.15",
"1742240426.416","0",,,
"1742240426.418",,"0",,
"1742240426.42",,,"2.14",
"1742240426.422","0",,,
"1742240426.423",,"0",,
"1742240426.425",,,"2.12",
"1742240426.427","0",,,
"1742240426.428",,"0",,
"1742240426.43",,,"2.11",
"1742240426.432","0",,,
"1742240426.434",,"0",,
"1742240426.435",,,"2.1",
"1742240426.437","0",,,
"1742240426.439",,"0",,
"1742240426.44",,,"2.09",
"1742240426.441","0",,,
"1742240426.443",,"0",,
"1742240426.445",,,"2.08",
"1742240426.446","0",,,
"1742240426.448",,"0",,
"1742240426.45",,,"2.08",
"1742240426.451","0",,,
"1742240426.453",,"0",,
"1742240426.455",,,"2.06",
"1742240426.456","0",,,
"1742240426.458",,"0",,
"1742240426.46",,,"2.06",
"1742240426.461","0",,,
"1742240426.463",,"0",,
"1742240426.465",,,"2.07",
"1742240426.466","0",,,
"1742240426.468",,"0",,
"1742240426.47",,,"2.06",
"1742240426.471","0",,,
"1742240426.473",,"0",,
"1742240426.475",,,"2.07",
"1742240426.476","0",,,
"1742240426.478",,"0",,
"1742240426.48",,,"2.07",
"1742240426.482","0",,,
"1742240426.483",,"0",,
"1742240426.485",,,"2.07",
"1742240426.487","0",,,
"1742240426.489",,"0",,
"1742240426.49",,,"2.07",
"1742240426.492","0",,,
"1742240426.494",,"0",,
"1742240426.496",,,"2.09",
"1742240426.497","0",,,
"1742240426.499",,"0",,
"1742240426.501",,,"2.08",
"1742240426.502","0",,,
"1742240426.504",,"0",,
"1742240426.506",,,"2.09",
"1742240426.507","0",,,
"1742240426.509",,"0",,
"1742240426.511",,,"2.1",
"1742240426.512","0",,,
"1742240426.514",,"0",,
"1742240426.516",,,"2.11",
"1742240426.517","0",,,
"1742240426.519",,"0",,
"1742240426.521",,,"2.12",
"1742240426.522","0",,,
"1742240426.524",,"0",,
"1742240426.525",,,"2.11",
"1742240426.527","0",,,
"1742240426.529",,"0",,
"1742240426.53",,,"2.12",
"1742240426.531","0",,,
"1742240426.533",,"0",,
"1742240426.535",,,"2.12",
"1742240426.537","0",,,
"1742240426.538",,"0",,
"1742240426.54",,,"2.12",
"1742240426.542","0",,,
"1742240426.543",,"0",,
"1742240426.545",,,"2.12",
"1742240426.547","0",,,
"1742240426.549",,"0",,
"1742240426.55",,,"2.13",
"1742240426.552","0",,,
"1742240426.554",,"0",,
"1742240426.556",,,"2.13",
"1742240426.557","0",,,
"1742240426.559",,"0",,
"1742240426.561",,,"2.14",
"1742240426.562","0",,,
"1742240426.564",,"0",,
"1742240426.565",,,"2.15",
"1742240426.567","0",,,
"1742240426.568",,"0",,
"1742240426.57",,,"2.14",
"1742240426.571","0",,,
"1742240426.573",,"0",,
"1742240426.575",,,"2.15",
"1742240426.576","0",,,
"1742240426.578",,"0",,
"1742240426.58",,,"2.14",
"1742240426.581","0",,,
"1742240426.583",,"0",,
"1742240426.585",,,"2.15",
"1742240426.586","0",,,
"1742240426.588",,"0",,
"1742240426.59",,,"2.15",
"1742240426.592","0",,,
"1742240426.593",,"0",,
"1742240426.595",,,"2.16",
"1742240426.597","0",,,
"1742240426.598",,"0",,
"1742240426.6",,,"2.17",
"1742240426.602","0",,,
"1742240426.604",,"0",,
"1742240426.605",,,"2.16",
"1742240426.607","0",,,
"1742240426.609",,"0",,
"1742240426.61",,,"2.16",
"1742240426.611","0",,,
"1742240426.613",,"0",,
"1742240426.615",,,"2.16",
"1742240426.616","0",,,
"1742240426.618",,"0",,
"1742240426.62",,,"2.16",
"1742240426.621","0",,,
"1742240426.623",,"0",,
"1742240426.625",,,"2.17",
"1742240426.626","0",,,
"1742240426.628",,"0",,
"1742240426.63",,,"2.17",
"1742240426.631","0",,,
"1742240426.633",,"0",,
"1742240426.635",,,"2.17",
"1742240426.636","0",,,
"1742240426.638",,"0",,
"1742240426.64",,,"2.18",
"1742240426.641","0",,,
"1742240426.643",,"0",,
"1742240426.645",,,"2.18",
"1742240426.647","0",,,
"1742240426.648",,"0",,
"1742240426.65",,,"2.17",
"1742240426.651","0",,,
"1742240426.653",,"0",,
"1742240426.654",,,"2.18",
"1742240426.656","0",,,
"1742240426.657",,"0",,
"1742240426.659",,,"2.18",
"1742240426.661","0",,,
"1742240426.663",,"0",,
"1742240426.664",,,"2.18",
"1742240426.666","0",,,
"1742240426.668",,"0",,
"1742240426.67",,,"2.19",
"1742240426.671","0",,,
"1742240426.673",,"0",,
"1742240426.675",,,"2.18",
"1742240426.676","0",,,
"1742240426.678",,"0",,
"1742240426.68",,,"2.19",
"1742240426.683","0","0",,
"1742240426.685",,,"2.17",
"1742240426.687","0",,,
"1742240426.688",,"0",,
"1742240426.69",,,"2.18",
"1742240426.691","0",,,
"1742240426.693",,"0",,
"1742240426.695",,,"2.19",
"1742240426.696","0",,,
"1742240426.698",,"0",,
"1742240426.699",,,"2.19",
"1742240426.7","0",,,
"1742240426.702",,"0",,
"1742240426.704",,,"2.2",
"1742240426.707","0",,,
"1742240426.708",,"0",,
"1742240426.709",,,"2.19",
"1742240426.711","0",,,
"1742240426.713",,"0",,
"1742240426.715",,,"2.2",
"1742240426.716","0",,,
"1742240426.718",,"0",,
"1742240426.72",,,"2.2",
"1742240426.721","0",,,
"1742240426.723",,"0",,
"1742240426.725",,,"2.2",
"1742240426.726","0",,,
"1742240426.728",,"0",,
"1742240426.73",,,"2.21",
"1742240426.731","0",,,
"1742240426.733",,"0",,
"1742240426.735",,,"2.2",
"1742240426.737","0",,,
"1742240426.738",,"0",,
"1742240426.74",,,"2.2",
"1742240426.741","0",,,
"1742240426.743",,"0",,
"1742240426.745",,,"2.2",
"1742240426.746","0",,,
"1742240426.749",,"0",,
"1742240426.75",,,"2.21",
"1742240426.752","0",,,
"1742240426.753",,"0",,
"1742240426.757","0",,"2.21",
"1742240426.758",,"0",,
"1742240426.76",,,"2.22",
"1742240426.762","0",,,
"1742240426.764",,"0",,
"1742240426.765",,,"2.21",
"1742240426.767","0",,,
"1742240426.769",,"0",,
"1742240426.771",,,"2.21",
"1742240426.772","0",,,
"1742240426.774",,"0",,
"1742240426.776",,,"2.2",
"1742240426.777","0",,,
"1742240426.779",,"0",,
"1742240426.78",,,"2.21",
"1742240426.781","0",,,
"1742240426.787","0","0","2.22",
"1742240426.788",,"0",,
"1742240426.79",,,"2.22",
"1742240426.791","0",,,
"1742240426.793",,"0",,
"1742240426.795",,,"2.22",
"1742240426.796","0",,,
"1742240426.798",,"0",,
"1742240426.8",,,"2.21",
"1742240426.801","0",,,
"1742240426.803",,"0",,
"1742240426.805",,,"2.22",
"1742240426.806","0",,,
"1742240426.808",,"0",,
"1742240426.81",,,"2.21",
"1742240426.811","0",,,
"1742240426.813",,"0",,
"1742240426.815",,,"2.21",
"1742240426.817","0",,,
"1742240426.818",,"0",,
"1742240426.82",,,"2.21",
"1742240426.821","0",,,
"1742240426.823",,"0",,
"1742240426.824",,,"2.22",
"1742240426.826","0",,,
"1742240426.828",,"0",,
"1742240426.829",,,"2.22",
"1742240426.831","0",,,
"1742240426.833",,"0",,
"1742240426.834",,,"2.21",
"1742240426.836","0",,,
"1742240426.838",,"0",,
"1742240426.84",,,"2.21",
"1742240426.841","0",,,
"1742240426.843",,"0",,
"1742240426.845",,,"2.22",
"1742240426.846","0",,,
"1742240426.848",,"0",,
"1742240426.85",,,"2.22",
"1742240426.851","0",,,
"1742240426.853",,"0",,
"1742240426.855",,,"2.22",
"1742240426.856","0",,,
"1742240426.858",,"0",,
"1742240426.86",,,"2.22",
"1742240426.861","0",,,
"1742240426.863",,"0",,
"1742240426.864",,,"2.23",
"1742240426.866","0",,,
"1742240426.868",,"0",,
"1742240426.869",,,"2.23",
"1742240426.871","0",,,
"1742240426.872",,"0",,
"1742240426.874",,,"2.22",
"1742240426.876","0",,,
"1742240426.877",,"0",,
"1742240426.879",,,"2.22",
"1742240426.881","0",,,
"1742240426.883",,"0",,
"1742240426.884",,,"2.23",
"1742240426.886","0",,,
"1742240426.888",,"0",,
"1742240426.89",,,"2.23",
"1742240426.891","0",,,
"1742240426.893",,"0",,
"1742240426.895",,,"2.22",
"1742240426.896","0",,,
"1742240426.898",,"0",,
"1742240426.9",,,"2.23",
"1742240426.901","0",,,
"1742240426.903",,"0",,
"1742240426.904",,,"2.25",
"1742240426.906","0",,,
"1742240426.907",,"0",,
"1742240426.909",,,"2.25",
"1742240426.91","0",,,
"1742240426.912",,"0",,
"1742240426.914",,,"2.24",
"1742240426.915","0",,,
"1742240426.917",,"0",,
"1742240426.919",,,"2.24",
"1742240426.92","0",,,
"1742240426.922",,"0",,
"1742240426.924",,,"2.23",
"1742240426.926","0",,,
"1742240426.927",,"0",,
"1742240426.929",,,"2.23",
"1742240426.931","0",,,
"1742240426.932",,"0",,
"1742240426.934",,,"2.24",
"1742240426.936","0",,,
"1742240426.938",,"0",,
"1742240426.939",,,"2.24",
"1742240426.941","0",,,
