timestamp(ms),Detected_R_wave,Pace,ECG_amp,ECG_comp,
"1742502899.146","0",,,,
"1742502899.147",,"0",,,
"1742502899.148",,,"2.23",,
"1742502899.149",,,,"0",
"1742502899.151","0",,,,
"1742502899.152",,"0",,,
"1742502899.153",,,"2.23",,
"1742502899.154",,,,"0",
"1742502899.156","0",,,,
"1742502899.157",,"0",,,
"1742502899.158",,,"2.23",,
"1742502899.16",,,,"0",
"1742502899.161","0",,,,
"1742502899.162",,"0",,,
"1742502899.163",,,"2.23",,
"1742502899.165",,,,"0",
"1742502899.166","0",,,,
"1742502899.167",,"0",,,
"1742502899.168",,,"2.24",,
"1742502899.17",,,,"0",
"1742502899.172","0",,,,
"1742502899.173",,"0",,,
"1742502899.174",,,"2.23",,
"1742502899.175",,,,"0",
"1742502899.177","0",,,,
"1742502899.178",,"0",,,
"1742502899.179",,,"2.23",,
"1742502899.18",,,,"0",
"1742502899.182","0",,,,
"1742502899.183",,"0",,,
"1742502899.184",,,"2.23",,
"1742502899.185",,,,"0",
"1742502899.188","0","0",,,
"1742502899.189",,,"2.23",,
"1742502899.191",,,,"0",
"1742502899.192","0",,,,
"1742502899.193",,"0",,,
"1742502899.195",,,"2.23",,
"1742502899.196",,,,"0",
"1742502899.197","0",,,,
"1742502899.199",,"0",,,
"1742502899.2",,,"2.23",,
"1742502899.201",,,,"0",
"1742502899.203","0",,,,
"1742502899.204",,"0",,,
"1742502899.205",,,"2.24",,
"1742502899.206",,,,"0",
"1742502899.208","0",,,,
"1742502899.209",,"0",,,
"1742502899.21",,,"2.24",,
"1742502899.211",,,,"0",
"1742502899.213","0",,,,
"1742502899.214",,"0",,,
"1742502899.215",,,"2.24",,
"1742502899.217",,,,"0",
"1742502899.218","0",,,,
"1742502899.219",,"0",,,
"1742502899.22",,,"2.24",,
"1742502899.222",,,,"0",
"1742502899.224","0","0",,,
"1742502899.226",,,"2.24",,
"1742502899.227",,,,"0",
"1742502899.229","0",,,,
"1742502899.23",,"0",,,
"1742502899.231",,,"2.24",,
"1742502899.232",,,,"0",
"1742502899.234","0",,,,
"1742502899.235",,"0",,,
"1742502899.236",,,"2.24",,
"1742502899.237",,,,"0",
"1742502899.243","0","0","2.24",,
"1742502899.244",,,,"0",
"1742502899.245","0","0",,,
"1742502899.246",,,"2.25",,
"1742502899.248",,,,"0",
"1742502899.25","0",,,,
"1742502899.251",,"0",,,
"1742502899.252",,,"2.26",,
"1742502899.253",,,,"0",
"1742502899.256","0","0",,,
"1742502899.257",,,"2.27",,
"1742502899.258",,,,"0",
"1742502899.26","0",,,,
"1742502899.261",,"0",,,
"1742502899.262",,,"2.29",,
"1742502899.263",,,,"0",
"1742502899.265","0",,,,
"1742502899.266",,"0",,,
"1742502899.267",,,"2.3",,
"1742502899.269",,,,"0",
"1742502899.27","0",,,,
"1742502899.271",,"0",,,
"1742502899.272",,,"2.31",,
"1742502899.274",,,,"0",
"1742502899.275","0",,,,
"1742502899.276",,"0",,,
"1742502899.278",,,"2.33",,
"1742502899.279",,,,"0",
"1742502899.281","0","0",,,
"1742502899.284",,,"2.34",,
"1742502899.285",,,,"0",
"1742502899.286","0",,,,
"1742502899.287",,"0",,,
"1742502899.289",,,"2.34","0",
"1742502899.291","0",,,,
"1742502899.292",,"0",,,
"1742502899.293",,,"2.35",,
"1742502899.294",,,,"0",
"1742502899.297","0","0",,,
"1742502899.298",,,"2.35",,
"1742502899.3",,,,"0",
"1742502899.301","0",,,,
"1742502899.302",,"0",,,
"1742502899.304",,,"2.34",,
"1742502899.305",,,,"0",
"1742502899.307","0","0",,,
"1742502899.309",,,"2.33",,
"1742502899.31",,,,"0",
"1742502899.312","0",,,,
"1742502899.313",,"0",,,
"1742502899.314",,,"2.32",,
"1742502899.316",,,,"0",
"1742502899.317","0",,,,
"1742502899.318",,"0",,,
"1742502899.319",,,"2.29",,
"1742502899.32",,,,"0",
"1742502899.322","0",,,,
"1742502899.323",,"0",,,
"1742502899.324",,,"2.27",,
"1742502899.326",,,,"0",
"1742502899.327","0",,,,
"1742502899.328",,"0",,,
"1742502899.329",,,"2.26",,
"1742502899.331",,,,"0",
"1742502899.333","0","0",,,
"1742502899.335",,,"2.25",,
"1742502899.336",,,,"0",
"1742502899.338","0","0",,,
"1742502899.34",,,"2.25",,
"1742502899.341",,,,"0",
"1742502899.343","0",,,,
"1742502899.344",,"0",,,
"1742502899.345",,,"2.24",,
"1742502899.346",,,,"0",
"1742502899.348","0",,,,
"1742502899.349",,"0",,,
"1742502899.35",,,"2.23",,
"1742502899.352",,,,"0",
"1742502899.353","0",,,,
"1742502899.354",,"0",,,
"1742502899.355",,,"2.22",,
"1742502899.357",,,,"0",
"1742502899.358","0",,,,
"1742502899.359",,"0",,,
"1742502899.361",,,"2.23",,
"1742502899.362",,,,"0",
"1742502899.364","0","0",,,
"1742502899.366",,,"2.22",,
"1742502899.367",,,,"0",
"1742502899.369","0",,,,
"1742502899.37",,"0",,,
"1742502899.371",,,"2.21",,
"1742502899.372",,,,"0",
"1742502899.374","0",,,,
"1742502899.375",,"0",,,
"1742502899.376",,,"2.21",,
"1742502899.377",,,,"0",
"1742502899.379","0",,,,
"1742502899.38",,"0",,,
"1742502899.381",,,"2.22",,
"1742502899.383",,,,"0",
"1742502899.384","0",,,,
"1742502899.385",,"0",,,
"1742502899.387",,,"2.21",,
"1742502899.388",,,,"0",
"1742502899.39","0","0",,,
"1742502899.392",,,"2.21",,
"1742502899.393",,,,"0",
"1742502899.395","0",,,,
"1742502899.396",,"0",,,
"1742502899.397",,,"2.21",,
"1742502899.398",,,,"0",
"1742502899.4","0",,,,
"1742502899.401",,"0",,,
"1742502899.402",,,"2.21",,
"1742502899.404",,,,"0",
"1742502899.405","0",,,,
"1742502899.406",,"0",,,
"1742502899.407",,,"2.2",,
"1742502899.409",,,,"0",
"1742502899.41","0",,,,
"1742502899.411",,"0",,,
"1742502899.412",,,"2.17",,
"1742502899.414",,,,"0",
"1742502899.416","0","0",,,
"1742502899.418",,,"2.13",,
"1742502899.419",,,,"0",
"1742502899.421","0",,,,
"1742502899.422",,"0",,,
"1742502899.423",,,"2.13",,
"1742502899.424",,,,"0",
"1742502899.426","0",,,,
"1742502899.427",,"0",,,
"1742502899.428",,,"2.24",,
"1742502899.43",,,,"0",
"1742502899.431","0",,,,
"1742502899.432",,"0",,,
"1742502899.433",,,"2.48",,
"1742502899.435",,,,"0",
"1742502899.436","0",,,,
"1742502899.437",,"0",,,
"1742502899.439",,,"2.78",,
"1742502899.44",,,,"0",
"1742502899.442","0","0",,,
"1742502899.444",,,"3.04",,
"1742502899.445",,,,"5",
"1742502899.448","1",,,,
"1742502899.45",,"0",,,
"1742502899.452",,"1",,,
"1742502899.453",,,"2.61",,
"1742502899.455",,,,"0",
"1742502899.456","0",,,,
"1742502899.457",,"0",,,
"1742502899.458",,,"2.34",,
"1742502899.46",,,,"0",
"1742502899.461","0",,,,
"1742502899.463",,"0",,,
"1742502899.464",,,"2.13",,
"1742502899.465",,,,"0",
"1742502899.467","0",,,,
"1742502899.468",,"0",,,
"1742502899.469",,,"2.03",,
"1742502899.47",,,,"0",
"1742502899.472","0",,,,
"1742502899.473",,"0",,,
"1742502899.474",,,"1.99",,
"1742502899.475",,,,"0",
"1742502899.477","0",,,,
"1742502899.478",,"0",,,
"1742502899.479",,,"2.01",,
"1742502899.48",,,,"0",
"1742502899.482","0",,,,
"1742502899.483",,"0",,,
"1742502899.484",,,"2.05",,
"1742502899.486",,,,"0",
"1742502899.487","0",,,,
"1742502899.488",,"0",,,
"1742502899.489",,,"2.1",,
"1742502899.491",,,,"0",
"1742502899.493","0","0",,,
"1742502899.495",,,"2.15",,
"1742502899.496",,,,"0",
"1742502899.498","0",,,,
"1742502899.499",,"0",,,
"1742502899.5",,,"2.18",,
"1742502899.501",,,,"0",
"1742502899.503","0",,,,
"1742502899.504",,"0",,,
"1742502899.505",,,"2.18",,
"1742502899.506",,,,"0",
"1742502899.508","0",,,,
"1742502899.509",,"0",,,
"1742502899.51",,,"2.19",,
"1742502899.512",,,,"0",
"1742502899.513","0",,,,
"1742502899.514",,"0",,,
"1742502899.516",,,"2.2",,
"1742502899.517",,,,"0",
"1742502899.519","0","0",,,
"1742502899.521",,,"2.21",,
"1742502899.522",,,,"0",
"1742502899.524","0","0",,,
"1742502899.526",,,"2.2",,
"1742502899.527",,,,"0",
"1742502899.529","0",,,,
"1742502899.53",,"0",,,
"1742502899.531",,,"2.21",,
"1742502899.532",,,,"0",
"1742502899.534","0",,,,
"1742502899.535",,"0",,,
"1742502899.536",,,"2.22",,
"1742502899.538",,,,"0",
"1742502899.539","0",,,,
"1742502899.54",,"0",,,
"1742502899.541",,,"2.23",,
"1742502899.543",,,,"0",
"1742502899.544","0",,,,
"1742502899.545",,"0",,,
"1742502899.547",,,"2.23",,
"1742502899.548",,,,"0",
"1742502899.55","0",,,,
"1742502899.551",,"0",,,
"1742502899.552",,,"2.24",,
"1742502899.553",,,,"0",
"1742502899.555","0",,,,
"1742502899.556",,"0",,,
"1742502899.557",,,"2.25",,
"1742502899.558",,,,"0",
"1742502899.56","0",,,,
"1742502899.561",,"0",,,
"1742502899.562",,,"2.27",,
"1742502899.563",,,,"0",
"1742502899.565","0",,,,
"1742502899.566",,"0",,,
"1742502899.567",,,"2.27",,
"1742502899.569",,,,"0",
"1742502899.57","0",,,,
"1742502899.571",,"0",,,
"1742502899.573",,,"2.28",,
"1742502899.574",,,,"0",
"1742502899.576","0","0",,,
"1742502899.578",,,"2.3",,
"1742502899.579",,,,"0",
"1742502899.581","0",,,,
"1742502899.582",,"0",,,
"1742502899.583",,,"2.3",,
"1742502899.584",,,,"0",
"1742502899.586","0",,,,
"1742502899.587",,"0",,,
"1742502899.588",,,"2.31",,
"1742502899.59",,,,"0",
"1742502899.591","0",,,,
"1742502899.592",,"0",,,
"1742502899.593",,,"2.33",,
"1742502899.595",,,,"0",
"1742502899.597","0","0",,,
"1742502899.598",,,"2.34",,
"1742502899.6",,,,"0",
"1742502899.602","0","0",,,
"1742502899.604",,,"2.36",,
"1742502899.605",,,,"0",
"1742502899.607","0",,,,
"1742502899.608",,"0",,,
"1742502899.609",,,"2.37",,
"1742502899.611",,,,"0",
"1742502899.612","0",,,,
"1742502899.613",,"0",,,
"1742502899.614",,,"2.39",,
"1742502899.616",,,,"0",
"1742502899.617","0",,,,
"1742502899.618",,"0",,,
"1742502899.619",,,"2.4",,
"1742502899.621",,,,"0",
"1742502899.622","0",,,,
"1742502899.623",,"0",,,
"1742502899.624",,,"2.41",,
"1742502899.626",,,,"0",
"1742502899.628","0","0",,,
"1742502899.63",,,"2.43",,
"1742502899.631",,,,"0",
"1742502899.633","0",,,,
"1742502899.634",,"0",,,
"1742502899.635",,,"2.44",,
"1742502899.636",,,,"0",
"1742502899.638","0",,,,
"1742502899.639",,"0",,,
"1742502899.64",,,"2.45",,
"1742502899.641",,,,"0",
"1742502899.643","0",,,,
"1742502899.644",,"0",,,
"1742502899.645",,,"2.47",,
"1742502899.647",,,,"0",
"1742502899.648","0",,,,
"1742502899.649",,"0",,,
"1742502899.65",,,"2.47",,
"1742502899.652",,,,"0",
"1742502899.654","0","0",,,
"1742502899.656",,,"2.47",,
"1742502899.657",,,,"0",
"1742502899.659","0",,,,
"1742502899.66",,"0",,,
"1742502899.661",,,"2.46",,
"1742502899.662",,,,"0",
"1742502899.664","0",,,,
"1742502899.665",,"0",,,
"1742502899.666",,,"2.46",,
"1742502899.667",,,,"0",
"1742502899.669","0",,,,
"1742502899.67",,"0",,,
"1742502899.671",,,"2.44",,
"1742502899.673",,,,"0",
"1742502899.674","0",,,,
"1742502899.675",,"0",,,
"1742502899.677",,,"2.42",,
"1742502899.678",,,,"0",
"1742502899.679","0",,,,
"1742502899.68",,"0",,,
"1742502899.682",,,"2.41",,
"1742502899.683",,,,"0",
"1742502899.685","0",,,,
"1742502899.686",,"0",,,
"1742502899.687",,,"2.38",,
"1742502899.688",,,,"0",
"1742502899.69","0",,,,
"1742502899.691",,"0",,,
"1742502899.692",,,"2.35",,
"1742502899.693",,,,"0",
"1742502899.695","0",,,,
"1742502899.696",,"0",,,
"1742502899.697",,,"2.33",,
"1742502899.699",,,,"0",
"1742502899.7","0",,,,
"1742502899.701",,"0",,,
"1742502899.702",,,"2.3",,
"1742502899.704",,,,"0",
"1742502899.706","0","0",,,
"1742502899.708",,,"2.27",,
"1742502899.709",,,,"0",
"1742502899.711","0","0",,,
"1742502899.713",,,"2.24",,
"1742502899.714",,,,"0",
"1742502899.716","0",,,,
"1742502899.717",,"0",,,
"1742502899.718",,,"2.22",,
"1742502899.719",,,,"0",
"1742502899.721","0",,,,
"1742502899.722",,"0",,,
"1742502899.723",,,"2.2",,
"1742502899.725",,,,"0",
"1742502899.726","0",,,,
"1742502899.727",,"0",,,
"1742502899.728",,,"2.18",,
"1742502899.73",,,,"0",
"1742502899.731","0",,,,
"1742502899.732",,"0",,,
"1742502899.734",,,"2.17",,
"1742502899.735",,,,"0",
"1742502899.737","0","0",,,
"1742502899.739",,,"2.15",,
"1742502899.74",,,,"0",
"1742502899.742","0",,,,
"1742502899.743",,"0",,,
"1742502899.744",,,"2.15",,
"1742502899.745",,,,"0",
"1742502899.747","0",,,,
"1742502899.748",,"0",,,
"1742502899.749",,,"2.14",,
"1742502899.751",,,,"0",
"1742502899.752","0",,,,
"1742502899.753",,"0",,,
"1742502899.754",,,"2.13",,
"1742502899.756",,,,"0",
"1742502899.758","0","0",,,
"1742502899.759",,,"2.13",,
"1742502899.761",,,,"0",
"1742502899.763","0",,,,
"1742502899.764",,"0",,,
"1742502899.765",,,"2.12",,
"1742502899.766",,,,"0",
"1742502899.768","0",,,,
"1742502899.769",,"0",,,
"1742502899.77",,,"2.12",,
"1742502899.771",,,,"0",
"1742502899.773","0",,,,
"1742502899.774",,"0",,,
"1742502899.775",,,"2.12",,
"1742502899.776",,,,"0",
"1742502899.778","0",,,,
"1742502899.779",,"0",,,
"1742502899.78",,,"2.12",,
"1742502899.782",,,,"0",
"1742502899.783","0",,,,
"1742502899.784",,"0",,,
"1742502899.785",,,"2.12",,
"1742502899.787",,,,"0",
"1742502899.788","0",,,,
"1742502899.789",,"0",,,
"1742502899.791",,,"2.13",,
"1742502899.792",,,,"0",
"1742502899.794","0",,,,
"1742502899.795",,"0",,,
"1742502899.796",,,"2.12",,
"1742502899.797",,,,"0",
"1742502899.799","0",,,,
"1742502899.8",,"0",,,
"1742502899.801",,,"2.14",,
"1742502899.802",,,,"0",
"1742502899.804","0",,,,
"1742502899.805",,"0",,,
"1742502899.806",,,"2.14",,
"1742502899.808",,,,"0",
"1742502899.809","0",,,,
"1742502899.81",,"0",,,
"1742502899.811",,,"2.15",,
"1742502899.813",,,,"0",
"1742502899.815","0","0",,,
"1742502899.817",,,"2.15",,
"1742502899.818",,,,"0",
"1742502899.82","0","0",,,
"1742502899.822",,,"2.15",,
"1742502899.823",,,,"0",
"1742502899.825","0",,,,
"1742502899.826",,"0",,,
"1742502899.827",,,"2.16",,
"1742502899.828",,,,"0",
"1742502899.83","0",,,,
"1742502899.831",,"0",,,
"1742502899.832",,,"2.16",,
"1742502899.834",,,,"0",
"1742502899.835","0",,,,
"1742502899.836",,"0",,,
"1742502899.837",,,"2.16",,
"1742502899.839",,,,"0",
"1742502899.84","0",,,,
"1742502899.841",,"0",,,
"1742502899.843",,,"2.17",,
"1742502899.844",,,,"0",
"1742502899.846","0","0",,,
"1742502899.848",,,"2.17",,
"1742502899.849",,,,"0",
"1742502899.851","0",,,,
"1742502899.852",,"0",,,
"1742502899.853",,,"2.17",,
"1742502899.854",,,,"0",
"1742502899.856","0",,,,
"1742502899.857",,"0",,,
"1742502899.858",,,"2.17",,
"1742502899.86",,,,"0",
"1742502899.861","0",,,,
"1742502899.862",,"0",,,
"1742502899.863",,,"2.18",,
"1742502899.865",,,,"0",
"1742502899.866","0",,,,
"1742502899.867",,"0",,,
"1742502899.869",,,"2.18",,
"1742502899.87",,,,"0",
"1742502899.872","0","0",,,
"1742502899.874",,,"2.19",,
"1742502899.875",,,,"0",
"1742502899.877","0",,,,
"1742502899.878",,"0",,,
"1742502899.879",,,"2.19",,
"1742502899.88",,,,"0",
"1742502899.882","0",,,,
"1742502899.883",,"0",,,
"1742502899.884",,,"2.19",,
"1742502899.885",,,,"0",
"1742502899.887","0",,,,
"1742502899.888",,"0",,,
"1742502899.889",,,"2.19",,
"1742502899.891",,,,"0",
"1742502899.892","0",,,,
"1742502899.893",,"0",,,
"1742502899.895",,,"2.19",,
"1742502899.896",,,,"0",
"1742502899.898","0","0",,,
"1742502899.9",,,"2.2",,
"1742502899.901",,,,"0",
"1742502899.903","0",,,,
"1742502899.904",,"0",,,
"1742502899.905",,,"2.2",,
"1742502899.906",,,,"0",
"1742502899.908","0",,,,
"1742502899.909",,"0",,,
"1742502899.91",,,"2.2",,
"1742502899.912",,,,"0",
"1742502899.913","0",,,,
"1742502899.914",,"0",,,
"1742502899.915",,,"2.2",,
"1742502899.917",,,,"0",
"1742502899.919","0","0",,,
"1742502899.921",,,"2.21",,
"1742502899.922",,,,"0",
"1742502899.924","0",,,,
"1742502899.925",,"0",,,
"1742502899.926",,,"2.2",,
"1742502899.927",,,,"0",
"1742502899.929","0",,,,
"1742502899.93",,"0",,,
"1742502899.931",,,"2.21",,
"1742502899.932",,,,"0",
"1742502899.934","0",,,,
"1742502899.935",,"0",,,
"1742502899.936",,,"2.22",,
"1742502899.938",,,,"0",
"1742502899.939","0",,,,
"1742502899.94",,"0",,,
"1742502899.942",,,"2.22",,
"1742502899.943",,,,"0",
"1742502899.944","0",,,,
"1742502899.945",,"0",,,
"1742502899.946",,,"2.22",,
"1742502899.948",,,,"0",
"1742502899.95","0",,,,
"1742502899.951",,"0",,,
"1742502899.952",,,"2.23",,
"1742502899.953",,,,"0",
"1742502899.955","0",,,,
"1742502899.956",,"0",,,
"1742502899.957",,,"2.23",,
"1742502899.958",,,,"0",
"1742502899.96","0",,,,
"1742502899.961",,"0",,,
"1742502899.962",,,"2.23",,
"1742502899.964",,,,"0",
"1742502899.965","0",,,,
"1742502899.966",,"0",,,
"1742502899.967",,,"2.23",,
"1742502899.969",,,,"0",
"1742502899.97","0",,,,
"1742502899.971",,"0",,,
"1742502899.972",,,"2.23",,
"1742502899.974",,,,"0",
"1742502899.976","0","0",,,
"1742502899.978",,,"2.22",,
"1742502899.979",,,,"0",
"1742502899.981","0",,,,
"1742502899.982",,"0",,,
"1742502899.983",,,"2.24",,
"1742502899.984",,,,"0",
"1742502899.986","0",,,,
"1742502899.987",,"0",,,
"1742502899.988",,,"2.24",,
"1742502899.99",,,,"0",
"1742502899.991","0",,,,
"1742502899.992",,"0",,,
"1742502899.993",,,"2.24",,
"1742502899.995",,,,"0",
"1742502899.996","0",,,,
"1742502899.997",,"0",,,
"1742502899.999",,,"2.24",,
"1742502900",,,,"0",
"1742502900.002","0","0",,,
"1742502900.004",,,"2.24",,
"1742502900.005",,,,"0",
"1742502900.007","0",,,,
"1742502900.008",,"0",,,
"1742502900.009",,,"2.24",,
"1742502900.01",,,,"0",
"1742502900.012","0",,,,
"1742502900.013",,"0",,,
"1742502900.014",,,"2.25",,
"1742502900.015",,,,"0",
"1742502900.017","0",,,,
"1742502900.018",,"0",,,
"1742502900.019",,,"2.24",,
"1742502900.021",,,,"0",
"1742502900.022","0",,,,
"1742502900.023",,"0",,,
"1742502900.024",,,"2.24",,
"1742502900.026",,,,"0",
"1742502900.028","0","0",,,
"1742502900.029",,,"2.25",,
"1742502900.031",,,,"0",
"1742502900.033","0","0",,,
"1742502900.035",,,"2.25",,
"1742502900.036",,,,"0",
"1742502900.038","0",,,,
"1742502900.039",,"0",,,
"1742502900.04",,,"2.25",,
"1742502900.041",,,,"0",
"1742502900.043","0",,,,
"1742502900.044",,"0",,,
"1742502900.045",,,"2.25",,
"1742502900.047",,,,"0",
"1742502900.048","0",,,,
"1742502900.049",,"0",,,
"1742502900.05",,,"2.25",,
"1742502900.052",,,,"0",
"1742502900.053","0",,,,
"1742502900.054",,"0",,,
"1742502900.056",,,"2.25",,
"1742502900.057",,,,"0",
"1742502900.059","0",,,,
"1742502900.06",,"0",,,
"1742502900.061",,,"2.25",,
"1742502900.062",,,,"0",
"1742502900.064","0",,,,
"1742502900.065",,"0",,,
"1742502900.066",,,"2.27",,
"1742502900.067",,,,"0",
"1742502900.069","0",,,,
"1742502900.07",,"0",,,
"1742502900.071",,,"2.25",,
"1742502900.072",,,,"0",
"1742502900.074","0",,,,
"1742502900.075",,"0",,,
"1742502900.076",,,"2.26",,
"1742502900.078",,,,"0",
"1742502900.079","0",,,,
"1742502900.08",,"0",,,
"1742502900.082",,,"2.27",,
"1742502900.083",,,,"0",
"1742502900.085","0","0",,,
"1742502900.087",,,"2.26",,
"1742502900.088",,,,"0",
"1742502900.09","0",,,,
"1742502900.091",,"0",,,
"1742502900.092",,,"2.26",,
"1742502900.093",,,,"0",
"1742502900.095","0",,,,
"1742502900.096",,"0",,,
"1742502900.097",,,"2.27",,
"1742502900.098",,,,"0",
"1742502900.1","0",,,,
"1742502900.101",,"0",,,
"1742502900.103",,,"2.27",,
"1742502900.104",,,,"0",
"1742502900.106","0","0",,,
"1742502900.107",,,"2.27",,
"1742502900.109",,,,"0",
"1742502900.11","0",,,,
"1742502900.111",,"0",,,
"1742502900.113",,,"2.27",,
"1742502900.115",,,,"0",
"1742502900.116","0",,,,
"1742502900.117",,"0",,,
"1742502900.118",,,"2.27",,
"1742502900.119",,,,"0",
"1742502900.121","0",,,,
"1742502900.122",,"0",,,
"1742502900.123",,,"2.26",,
"1742502900.125",,,,"0",
"1742502900.126","0",,,,
"1742502900.127",,"0",,,
"1742502900.128",,,"2.27",,
"1742502900.13",,,,"0",
"1742502900.131","0",,,,
"1742502900.132",,"0",,,
"1742502900.133",,,"2.27",,
"1742502900.135",,,,"0",
"1742502900.137","0","0",,,
"1742502900.139",,,"2.26",,
"1742502900.14",,,,"0",
"1742502900.142","0",,,,
"1742502900.143",,"0",,,
"1742502900.144",,,"2.27",,
"1742502900.145",,,,"0",
"1742502900.147","0",,,,
"1742502900.148",,"0",,,
"1742502900.149",,,"2.27",,
"1742502900.15",,,,"0",
"1742502900.152","0",,,,
"1742502900.153",,"0",,,
"1742502900.154",,,"2.27",,
"1742502900.155",,,,"0",
"1742502900.157","0",,,,
"1742502900.158",,"0",,,
"1742502900.159",,,"2.27",,
"1742502900.161",,,,"0",
"1742502900.162","0",,,,
"1742502900.163",,"0",,,
"1742502900.165",,,"2.28",,
"1742502900.166",,,,"0",
"1742502900.168","0","0",,,
"1742502900.17",,,"2.28",,
"1742502900.171",,,,"0",
"1742502900.173","0",,,,
"1742502900.174",,"0",,,
"1742502900.175",,,"2.28",,
"1742502900.176",,,,"0",
"1742502900.178","0",,,,
"1742502900.179",,"0",,,
"1742502900.18",,,"2.28",,
"1742502900.181",,,,"0",
"1742502900.183","0",,,,
"1742502900.184",,"0",,,
"1742502900.185",,,"2.28",,
"1742502900.187",,,,"0",
"1742502900.188","0",,,,
"1742502900.189",,"0",,,
"1742502900.19",,,"2.27",,
"1742502900.192",,,,"0",
"1742502900.194","0",,,,
"1742502900.195",,"0",,,
"1742502900.196",,,"2.28",,
"1742502900.197",,,,"0",
"1742502900.199","0",,,,
"1742502900.2",,"0",,,
"1742502900.201",,,"2.28",,
"1742502900.202",,,,"0",
"1742502900.204","0",,,,
"1742502900.205",,"0",,,
"1742502900.206",,,"2.28",,
"1742502900.207",,,,"0",
"1742502900.209","0",,,,
"1742502900.21",,"0",,,
"1742502900.211",,,"2.28",,
"1742502900.213",,,,"0",
"1742502900.214","0",,,,
"1742502900.215",,"0",,,
"1742502900.216",,,"2.29",,
"1742502900.218",,,,"0",
"1742502900.22","0","0",,,
"1742502900.222",,,"2.29",,
"1742502900.223",,,,"0",
"1742502900.225","0",,,,
"1742502900.226",,"0",,,
"1742502900.227",,,"2.3",,
"1742502900.228",,,,"0",
"1742502900.23","0",,,,
"1742502900.231",,"0",,,
"1742502900.232",,,"2.31",,
"1742502900.233",,,,"0",
"1742502900.235","0",,,,
"1742502900.236",,"0",,,
"1742502900.237",,,"2.32",,
"1742502900.239",,,,"0",
"1742502900.242","0",,,,
"1742502900.243",,"0","2.33",,
"1742502900.244",,,,"0",
"1742502900.246","0",,,,
"1742502900.247",,"0",,,
"1742502900.248",,,"2.34",,
"1742502900.249",,,,"0",
"1742502900.251","0",,,,
"1742502900.252",,"0",,,
"1742502900.253",,,"2.35",,
"1742502900.254",,,,"0",
"1742502900.256","0",,,,
"1742502900.257",,"0",,,
"1742502900.258",,,"2.36",,
"1742502900.26",,,,"0",
"1742502900.262","0",,,,
"1742502900.263",,"0",,,
"1742502900.264",,,"2.38",,
"1742502900.266",,,,"0",
"1742502900.267","0","0",,,
"1742502900.269",,,"2.38",,
"1742502900.27",,,,"0",
"1742502900.272","0",,,,
"1742502900.273",,"0",,,
"1742502900.274",,,"2.38",,
"1742502900.276",,,,"0",
"1742502900.277","0",,,,
"1742502900.278",,"0",,,
"1742502900.279",,,"2.38",,
"1742502900.28",,,,"0",
"1742502900.282","0",,,,
"1742502900.283",,"0",,,
"1742502900.284",,,"2.37",,
"1742502900.285",,,,"0",
"1742502900.287","0",,,,
"1742502900.288",,"0",,,
"1742502900.289",,,"2.35",,
"1742502900.291",,,,"0",
"1742502900.292","0",,,,
"1742502900.293",,"0",,,
"1742502900.295",,,"2.34",,
"1742502900.296",,,,"0",
"1742502900.298","0","0",,,
"1742502900.3",,,"2.33",,
"1742502900.301",,,,"0",
"1742502900.303","0",,,,
"1742502900.304",,"0",,,
"1742502900.305",,,"2.31",,
"1742502900.306",,,,"0",
"1742502900.308","0",,,,
"1742502900.309",,"0",,,
"1742502900.313",,,"2.3","0",
"1742502900.315","0","0","2.3",,
"1742502900.317",,,,"0",
"1742502900.319","0","0",,,
"1742502900.32",,,"2.28",,
"1742502900.322",,,,"0",
"1742502900.323","0",,,,
"1742502900.324",,"0",,,
"1742502900.326",,,"2.27",,
"1742502900.327",,,,"0",
"1742502900.329","0","0",,,
"1742502900.331",,,"2.28",,
"1742502900.332",,,,"0",
"1742502900.334","0",,,,
"1742502900.335",,"0",,,
"1742502900.336",,,"2.27",,
"1742502900.338",,,,"0",
"1742502900.339","0",,,,
"1742502900.34",,"0",,,
"1742502900.341",,,"2.26",,
"1742502900.343",,,,"0",
"1742502900.344","0",,,,
"1742502900.345",,"0",,,
"1742502900.346",,,"2.27",,
"1742502900.348",,,,"0",
"1742502900.349","0",,,,
"1742502900.35",,"0",,,
"1742502900.351",,,"2.26",,
"1742502900.353",,,,"0",
"1742502900.355","0","0",,,
"1742502900.357",,,"2.26",,
"1742502900.358",,,,"0",
"1742502900.36","0","0",,,
"1742502900.362",,,"2.27",,
"1742502900.363",,,,"0",
"1742502900.365","0",,,,
"1742502900.366",,"0",,,
"1742502900.367",,,"2.25",,
"1742502900.368",,,,"0",
"1742502900.37","0",,,,
"1742502900.371",,"0",,,
"1742502900.372",,,"2.26",,
"1742502900.374",,,,"0",
"1742502900.375","0",,,,
"1742502900.376",,"0",,,
"1742502900.377",,,"2.27",,
"1742502900.379",,,,"0",
"1742502900.38","0",,,,
"1742502900.381",,"0",,,
"1742502900.383",,,"2.27",,
"1742502900.384",,,,"0",
"1742502900.386","0",,,,
"1742502900.387",,"0",,,
"1742502900.388",,,"2.23",,
"1742502900.389",,,,"0",
"1742502900.391","0",,,,
"1742502900.392",,"0",,,
"1742502900.393",,,"2.19",,
"1742502900.394",,,,"0",
"1742502900.396","0",,,,
"1742502900.397",,"0",,,
"1742502900.398",,,"2.17",,
