timestamp(ms),Detected_R_wave,Pace,ECG_amp,ECG_comp,
"1742502902",,"0",,,
"1742502902.001",,,"2.22",,
"1742502902.002",,,,"0",
"1742502902.004","0",,,,
"1742502902.005",,"0",,,
"1742502902.006",,,"2.22",,
"1742502902.007",,,,"0",
"1742502902.009","0",,,,
"1742502902.01",,"0",,,
"1742502902.011",,,"2.23",,
"1742502902.012",,,,"0",
"1742502902.014","0",,,,
"1742502902.015",,"0",,,
"1742502902.016",,,"2.22",,
"1742502902.018",,,,"0",
"1742502902.019","0",,,,
"1742502902.02",,"0",,,
"1742502902.022",,,"2.22",,
"1742502902.023",,,,"0",
"1742502902.025","0",,,,
"1742502902.026",,"0",,,
"1742502902.027",,,"2.22",,
"1742502902.028",,,,"0",
"1742502902.03","0",,,,
"1742502902.031",,"0",,,
"1742502902.032",,,"2.23",,
"1742502902.033",,,,"0",
"1742502902.035","0",,,,
"1742502902.036",,"0",,,
"1742502902.037",,,"2.22",,
"1742502902.039",,,,"0",
"1742502902.04","0",,,,
"1742502902.041",,"0",,,
"1742502902.042",,,"2.23",,
"1742502902.044",,,,"0",
"1742502902.045","0",,,,
"1742502902.046",,"0",,,
"1742502902.047",,,"2.23",,
"1742502902.049",,,,"0",
"1742502902.051","0","0",,,
"1742502902.053",,,"2.23",,
"1742502902.054",,,,"0",
"1742502902.056","0",,,,
"1742502902.057",,"0",,,
"1742502902.058",,,"2.24",,
"1742502902.059",,,,"0",
"1742502902.061","0",,,,
"1742502902.062",,"0",,,
"1742502902.063",,,"2.24",,
"1742502902.064",,,,"0",
"1742502902.066","0",,,,
"1742502902.067",,"0",,,
"1742502902.068",,,"2.24",,
"1742502902.07",,,,"0",
"1742502902.071","0",,,,
"1742502902.072",,"0",,,
"1742502902.073",,,"2.23",,
"1742502902.075",,,,"0",
"1742502902.076","0",,,,
"1742502902.077",,"0",,,
"1742502902.079",,,"2.24",,
"1742502902.08",,,,"0",
"1742502902.082","0","0",,,
"1742502902.084",,,"2.24",,
"1742502902.085",,,,"0",
"1742502902.087","0",,,,
"1742502902.088",,"0",,,
"1742502902.089",,,"2.24",,
"1742502902.091",,,,"0",
"1742502902.092","0",,,,
"1742502902.093",,"0",,,
"1742502902.094",,,"2.24",,
"1742502902.096",,,,"0",
"1742502902.097","0",,,,
"1742502902.098",,"0",,,
"1742502902.099",,,"2.25",,
"1742502902.101",,,,"0",
"1742502902.103","0","0",,,
"1742502902.105",,,"2.25",,
"1742502902.106",,,,"0",
"1742502902.108","0",,,,
"1742502902.109",,"0",,,
"1742502902.11",,,"2.25",,
"1742502902.111",,,,"0",
"1742502902.113","0",,,,
"1742502902.114",,"0",,,
"1742502902.115",,,"2.25",,
"1742502902.116",,,,"0",
"1742502902.118","0",,,,
"1742502902.119",,"0",,,
"1742502902.12",,,"2.26",,
"1742502902.122",,,,"0",
"1742502902.123","0",,,,
"1742502902.124",,"0",,,
"1742502902.125",,,"2.26",,
"1742502902.127",,,,"0",
"1742502902.129","0","0",,,
"1742502902.131",,,"2.26",,
"1742502902.132",,,,"0",
"1742502902.134","0","0",,,
"1742502902.136",,,"2.25",,
"1742502902.137",,,,"0",
"1742502902.139","0",,,,
"1742502902.14",,"0",,,
"1742502902.141",,,"2.25",,
"1742502902.142",,,,"0",
"1742502902.144","0",,,,
"1742502902.145",,"0",,,
"1742502902.146",,,"2.26",,
"1742502902.148",,,,"0",
"1742502902.149","0",,,,
"1742502902.15",,"0",,,
"1742502902.151",,,"2.26",,
"1742502902.153",,,,"0",
"1742502902.154","0",,,,
"1742502902.155",,"0",,,
"1742502902.157",,,"2.26",,
"1742502902.158",,,,"0",
"1742502902.16","0","0",,,
"1742502902.162",,,"2.25",,
"1742502902.163",,,,"0",
"1742502902.165","0",,,,
"1742502902.166",,"0",,,
"1742502902.167",,,"2.25",,
"1742502902.168",,,,"0",
"1742502902.17","0",,,,
"1742502902.171",,"0",,,
"1742502902.172",,,"2.25",,
"1742502902.174",,,,"0",
"1742502902.175","0",,,,
"1742502902.176",,"0",,,
"1742502902.177",,,"2.25",,
"1742502902.179",,,,"0",
"1742502902.181","0","0",,,
"1742502902.183",,,"2.26",,
"1742502902.184",,,,"0",
"1742502902.186","0","0",,,
"1742502902.188",,,"2.26",,
"1742502902.189",,,,"0",
"1742502902.191","0",,,,
"1742502902.192",,"0",,,
"1742502902.193",,,"2.26",,
"1742502902.194",,,,"0",
"1742502902.196","0",,,,
"1742502902.197",,"0",,,
"1742502902.198",,,"2.26",,
"1742502902.2",,,,"0",
"1742502902.201","0",,,,
"1742502902.202",,"0",,,
"1742502902.203",,,"2.26",,
"1742502902.205",,,,"0",
"1742502902.206","0",,,,
"1742502902.207",,"0",,,
"1742502902.208",,,"2.26",,
"1742502902.21",,,,"0",
"1742502902.212","0","0",,,
"1742502902.214",,,"2.27",,
"1742502902.215",,,,"0",
"1742502902.217","0",,,,
"1742502902.218",,"0",,,
"1742502902.219",,,"2.25",,
"1742502902.22",,,,"0",
"1742502902.222","0",,,,
"1742502902.223",,"0",,,
"1742502902.224",,,"2.26",,
"1742502902.225",,,,"0",
"1742502902.227","0",,,,
"1742502902.228",,"0",,,
"1742502902.229",,,"2.26",,
"1742502902.231",,,,"0",
"1742502902.232","0",,,,
"1742502902.233",,"0",,,
"1742502902.234",,,"2.26",,
"1742502902.236",,,,"0",
"1742502902.238","0",,,,
"1742502902.239",,"0",,,
"1742502902.24",,,"2.26",,
"1742502902.244",,,,"0",
"1742502902.249","0","0","2.27","0",
"1742502902.25",,"0",,,
"1742502902.251",,,"2.28",,
"1742502902.252",,,,"0",
"1742502902.254","0",,,,
"1742502902.257",,"0","2.29","0",
"1742502902.259","0",,,,
"1742502902.26",,"0",,,
"1742502902.261",,,"2.31",,
"1742502902.262",,,,"0",
"1742502902.266","0","0",,,
"1742502902.267",,,"2.32",,
"1742502902.268",,,,"0",
"1742502902.269","0",,,,
"1742502902.27",,"0",,,
"1742502902.271",,,"2.32",,
"1742502902.272",,,,"0",
"1742502902.274","0",,,,
"1742502902.275",,"0",,,
"1742502902.276",,,"2.33",,
"1742502902.278",,,,"0",
"1742502902.279","0",,,,
"1742502902.28",,"0",,,
"1742502902.281",,,"2.34",,
"1742502902.283",,,,"0",
"1742502902.284","0",,,,
"1742502902.285",,"0",,,
"1742502902.286",,,"2.35",,
"1742502902.288",,,,"0",
"1742502902.29","0","0",,,
"1742502902.292",,,"2.35",,
"1742502902.293",,,,"0",
"1742502902.295","0",,,,
"1742502902.296",,"0",,,
"1742502902.297",,,"2.36",,
"1742502902.298",,,,"0",
"1742502902.3","0",,,,
"1742502902.301",,"0",,,
"1742502902.302",,,"2.35",,
"1742502902.304",,,,"0",
"1742502902.305","0",,,,
"1742502902.306",,"0",,,
"1742502902.307",,,"2.34",,
"1742502902.309",,,,"0",
"1742502902.31","0",,,,
"1742502902.312",,"0",,,
"1742502902.313",,,"2.33",,
"1742502902.314",,,,"0",
"1742502902.315","0",,,,
"1742502902.32",,"0","2.31","0",
"1742502902.321","0","0",,,
"1742502902.323",,,"2.29",,
"1742502902.324",,,,"0",
"1742502902.326","0",,,,
"1742502902.327",,"0",,,
"1742502902.328",,,"2.28",,
"1742502902.329",,,,"0",
"1742502902.331","0",,,,
"1742502902.332",,"0",,,
"1742502902.333",,,"2.27",,
"1742502902.334",,,,"0",
"1742502902.336","0",,,,
"1742502902.337",,"0",,,
"1742502902.338",,,"2.27",,
"1742502902.34",,,,"0",
"1742502902.341","0",,,,
"1742502902.342",,"0",,,
"1742502902.343",,,"2.26",,
"1742502902.345",,,,"0",
"1742502902.347","0","0",,,
"1742502902.349",,,"2.26",,
"1742502902.35",,,,"0",
"1742502902.352","0","0",,,
"1742502902.354",,,"2.24",,
"1742502902.355",,,,"0",
"1742502902.357","0",,,,
"1742502902.358",,"0",,,
"1742502902.359",,,"2.24",,
"1742502902.36",,,,"0",
"1742502902.362","0",,,,
"1742502902.363",,"0",,,
"1742502902.364",,,"2.24",,
"1742502902.366",,,,"0",
"1742502902.367","0",,,,
"1742502902.368",,"0",,,
"1742502902.369",,,"2.23",,
"1742502902.371",,,,"0",
"1742502902.372","0",,,,
"1742502902.373",,"0",,,
"1742502902.375",,,"2.24",,
"1742502902.376",,,,"0",
"1742502902.378","0",,,,
"1742502902.379",,"0",,,
"1742502902.38",,,"2.24",,
"1742502902.381",,,,"0",
"1742502902.383","0",,,,
"1742502902.384",,"0",,,
"1742502902.385",,,"2.24",,
"1742502902.386",,,,"0",
"1742502902.388","0",,,,
"1742502902.389",,"0",,,
"1742502902.39",,,"2.24",,
"1742502902.391",,,,"0",
"1742502902.393","0",,,,
"1742502902.394",,"0",,,
"1742502902.395",,,"2.24",,
"1742502902.397",,,,"0",
"1742502902.398","0",,,,
"1742502902.399",,"0",,,
"1742502902.401",,,"2.24",,
"1742502902.402",,,,"0",
"1742502902.404","0","0",,,
"1742502902.406",,,"2.23",,
"1742502902.407",,,,"0",
"1742502902.409","0",,,,
"1742502902.41",,"0",,,
"1742502902.411",,,"2.19",,
"1742502902.412",,,,"0",
"1742502902.414","0",,,,
"1742502902.415",,"0",,,
"1742502902.416",,,"2.16",,
"1742502902.418",,,,"0",
"1742502902.419","0",,,,
"1742502902.42",,"0",,,
"1742502902.421",,,"2.17",,
"1742502902.423",,,,"0",
"1742502902.424","0",,,,
"1742502902.425",,"0",,,
"1742502902.426",,,"2.29",,
"1742502902.428",,,,"0",
"1742502902.43","0","0",,,
"1742502902.432",,,"2.51",,
"1742502902.433",,,,"0",
"1742502902.435","0",,,,
"1742502902.436",,"0",,,
"1742502902.437",,,"2.78",,
"1742502902.438",,,,"0",
"1742502902.44","0",,,,
"1742502902.441",,"0",,,
"1742502902.442",,,"3.01",,
"1742502902.444",,,,"5",
"1742502902.446","1",,,,
"1742502902.449",,"0",,,
"1742502902.45",,"1",,,
"1742502902.452",,,"2.57",,
"1742502902.453",,,,"0",
"1742502902.455","0",,,,
"1742502902.456",,"0",,,
"1742502902.457",,,"2.32",,
"1742502902.458",,,,"0",
"1742502902.46","0",,,,
"1742502902.461",,"0",,,
"1742502902.462",,,"2.16",,
"1742502902.464",,,,"0",
"1742502902.465","0",,,,
"1742502902.466",,"0",,,
"1742502902.467",,,"2.06",,
"1742502902.469",,,,"0",
"1742502902.47","0",,,,
"1742502902.471",,"0",,,
"1742502902.473",,,"2.04",,
"1742502902.474",,,,"0",
"1742502902.476","0","0",,,
"1742502902.478",,,"2.06",,
"1742502902.479",,,,"0",
"1742502902.481","0","0",,,
"1742502902.483",,,"2.09",,
"1742502902.484",,,,"0",
"1742502902.486","0",,,,
"1742502902.487",,"0",,,
"1742502902.488",,,"2.14",,
"1742502902.489",,,,"0",
"1742502902.491","0",,,,
"1742502902.492",,"0",,,
"1742502902.493",,,"2.18",,
"1742502902.495",,,,"0",
"1742502902.496","0",,,,
"1742502902.497",,"0",,,
"1742502902.499",,,"2.21",,
"1742502902.5",,,,"0",
"1742502902.502","0",,,,
"1742502902.503",,"0",,,
"1742502902.504",,,"2.22",,
"1742502902.505",,,,"0",
"1742502902.507","0",,,,
"1742502902.508",,"0",,,
"1742502902.509",,,"2.22",,
"1742502902.51",,,,"0",
"1742502902.512","0",,,,
"1742502902.513",,"0",,,
"1742502902.514",,,"2.23",,
"1742502902.515",,,,"0",
"1742502902.517","0",,,,
"1742502902.518",,"0",,,
"1742502902.519",,,"2.23",,
"1742502902.52",,,,"0",
"1742502902.522","0",,,,
"1742502902.523",,"0",,,
"1742502902.524",,,"2.23",,
"1742502902.526",,,,"0",
"1742502902.528","0","0",,,
"1742502902.53",,,"2.25",,
"1742502902.531",,,,"0",
"1742502902.533","0",,,,
"1742502902.534",,"0",,,
"1742502902.535",,,"2.25",,
"1742502902.536",,,,"0",
"1742502902.538","0",,,,
"1742502902.539",,"0",,,
"1742502902.54",,,"2.25",,
"1742502902.541",,,,"0",
"1742502902.543","0",,,,
"1742502902.544",,"0",,,
"1742502902.545",,,"2.26",,
"1742502902.547",,,,"0",
"1742502902.548","0",,,,
"1742502902.549",,"0",,,
"1742502902.55",,,"2.27",,
"1742502902.552",,,,"0",
"1742502902.553","0",,,,
"1742502902.554",,"0",,,
"1742502902.555",,,"2.28",,
"1742502902.557",,,,"0",
"1742502902.559","0","0",,,
"1742502902.561",,,"2.29",,
"1742502902.562",,,,"0",
"1742502902.564","0",,,,
"1742502902.565",,"0",,,
"1742502902.566",,,"2.3",,
"1742502902.567",,,,"0",
"1742502902.569","0",,,,
"1742502902.57",,"0",,,
"1742502902.571",,,"2.31",,
"1742502902.573",,,,"0",
"1742502902.574","0",,,,
"1742502902.575",,"0",,,
"1742502902.576",,,"2.32",,
"1742502902.578",,,,"0",
"1742502902.579","0",,,,
"1742502902.58",,"0",,,
"1742502902.581",,,"2.34",,
"1742502902.583",,,,"0",
"1742502902.585","0","0",,,
"1742502902.587",,,"2.34",,
"1742502902.588",,,,"0",
"1742502902.59","0",,,,
"1742502902.591",,"0",,,
"1742502902.592",,,"2.36",,
"1742502902.593",,,,"0",
"1742502902.595","0",,,,
"1742502902.596",,"0",,,
"1742502902.597",,,"2.38",,
"1742502902.598",,,,"0",
"1742502902.6","0",,,,
"1742502902.601",,"0",,,
"1742502902.602",,,"2.39",,
"1742502902.604",,,,"0",
"1742502902.605","0",,,,
"1742502902.606",,"0",,,
"1742502902.607",,,"2.39",,
"1742502902.609",,,,"0",
"1742502902.611","0","0",,,
"1742502902.613",,,"2.42",,
"1742502902.614",,,,"0",
"1742502902.616","0","0",,,
"1742502902.618",,,"2.43",,
"1742502902.619",,,,"0",
"1742502902.621","0",,,,
"1742502902.622",,"0",,,
"1742502902.623",,,"2.45",,
"1742502902.624",,,,"0",
"1742502902.626","0",,,,
"1742502902.627",,"0",,,
"1742502902.629",,,"2.47",,
"1742502902.63",,,,"0",
"1742502902.632","0","0",,,
"1742502902.634",,,"2.47",,
"1742502902.635",,,,"0",
"1742502902.637","0","0",,,
"1742502902.639",,,"2.48",,
"1742502902.64",,,,"0",
"1742502902.642","0",,,,
"1742502902.643",,"0",,,
"1742502902.644",,,"2.5",,
"1742502902.645",,,,"0",
"1742502902.647","0",,,,
"1742502902.648",,"0",,,
"1742502902.649",,,"2.5",,
"1742502902.65",,,,"0",
"1742502902.652","0",,,,
"1742502902.653",,"0",,,
"1742502902.654",,,"2.5",,
"1742502902.656",,,,"0",
"1742502902.657","0",,,,
"1742502902.658",,"0",,,
"1742502902.66",,,"2.49",,
"1742502902.661",,,,"0",
"1742502902.662","0",,,,
"1742502902.663",,"0",,,
"1742502902.665",,,"2.49",,
"1742502902.666",,,,"0",
"1742502902.668","0",,,,
"1742502902.669",,"0",,,
"1742502902.67",,,"2.47",,
"1742502902.671",,,,"0",
"1742502902.673","0",,,,
"1742502902.674",,"0",,,
"1742502902.675",,,"2.45",,
"1742502902.676",,,,"0",
"1742502902.678","0",,,,
"1742502902.679",,"0",,,
"1742502902.68",,,"2.43",,
"1742502902.682",,,,"0",
"1742502902.683","0",,,,
"1742502902.684",,"0",,,
"1742502902.685",,,"2.4",,
"1742502902.687",,,,"0",
"1742502902.688","0",,,,
"1742502902.689",,"0",,,
"1742502902.691",,,"2.37",,
"1742502902.692",,,,"0",
"1742502902.694","0","0",,,
"1742502902.696",,,"2.35",,
"1742502902.697",,,,"0",
"1742502902.699","0",,,,
"1742502902.7",,"0",,,
"1742502902.701",,,"2.31",,
"1742502902.702",,,,"0",
"1742502902.704","0",,,,
"1742502902.705",,"0",,,
"1742502902.706",,,"2.29",,
"1742502902.707",,,,"0",
"1742502902.709","0",,,,
"1742502902.71",,"0",,,
"1742502902.711",,,"2.26",,
"1742502902.713",,,,"0",
"1742502902.714","0",,,,
"1742502902.715",,"0",,,
"1742502902.717",,,"2.24",,
"1742502902.718",,,,"0",
"1742502902.72","0","0",,,
"1742502902.722",,,"2.21",,
"1742502902.723",,,,"0",
"1742502902.725","0",,,,
"1742502902.726",,"0",,,
"1742502902.727",,,"2.19",,
"1742502902.728",,,,"0",
"1742502902.73","0",,,,
"1742502902.731",,"0",,,
"1742502902.732",,,"2.18",,
"1742502902.733",,,,"0",
"1742502902.735","0",,,,
"1742502902.736",,"0",,,
"1742502902.737",,,"2.16",,
"1742502902.739",,,,"0",
"1742502902.74","0",,,,
"1742502902.741",,"0",,,
"1742502902.742",,,"2.16",,
"1742502902.744",,,,"0",
"1742502902.746","0","0",,,
"1742502902.748",,,"2.15",,
"1742502902.749",,,,"0",
"1742502902.751","0",,,,
"1742502902.752",,"0",,,
"1742502902.753",,,"2.14",,
"1742502902.754",,,,"0",
"1742502902.756","0",,,,
"1742502902.757",,"0",,,
"1742502902.758",,,"2.14",,
"1742502902.76",,,,"0",
"1742502902.761","0",,,,
"1742502902.762",,"0",,,
"1742502902.763",,,"2.13",,
"1742502902.765",,,,"0",
"1742502902.766","0",,,,
"1742502902.767",,"0",,,
"1742502902.769",,,"2.13",,
"1742502902.77",,,,"0",
"1742502902.772","0","0",,,
"1742502902.774",,,"2.13",,
"1742502902.775",,,,"0",
"1742502902.777","0","0",,,
"1742502902.779",,,"2.13",,
"1742502902.78",,,,"0",
"1742502902.782","0",,,,
"1742502902.783",,"0",,,
"1742502902.784",,,"2.13",,
"1742502902.785",,,,"0",
"1742502902.787","0",,,,
"1742502902.788",,"0",,,
"1742502902.789",,,"2.14",,
"1742502902.791",,,,"0",
"1742502902.792","0",,,,
"1742502902.793",,"0",,,
"1742502902.794",,,"2.14",,
"1742502902.796",,,,"0",
"1742502902.798","0","0",,,
"1742502902.8",,,"2.14",,
"1742502902.801",,,,"0",
"1742502902.803","0",,,,
"1742502902.804",,"0",,,
"1742502902.805",,,"2.13",,
"1742502902.806",,,,"0",
"1742502902.808","0",,,,
"1742502902.809",,"0",,,
"1742502902.81",,,"2.14",,
"1742502902.811",,,,"0",
"1742502902.813","0",,,,
"1742502902.814",,"0",,,
"1742502902.815",,,"2.14",,
"1742502902.817",,,,"0",
"1742502902.818","0",,,,
"1742502902.819",,"0",,,
"1742502902.82",,,"2.15",,
"1742502902.822",,,,"0",
"1742502902.823","0",,,,
"1742502902.824",,"0",,,
"1742502902.826",,,"2.15",,
"1742502902.827",,,,"0",
"1742502902.829","0","0",,,
"1742502902.831",,,"2.16",,
"1742502902.832",,,,"0",
"1742502902.834","0",,,,
"1742502902.835",,"0",,,
"1742502902.836",,,"2.16",,
"1742502902.837",,,,"0",
"1742502902.839","0",,,,
"1742502902.84",,"0",,,
"1742502902.841",,,"2.16",,
"1742502902.842",,,,"0",
"1742502902.844","0",,,,
"1742502902.845",,"0",,,
"1742502902.846",,,"2.17",,
"1742502902.848",,,,"0",
"1742502902.849","0",,,,
"1742502902.85",,"0",,,
"1742502902.852",,,"2.17",,
"1742502902.853",,,,"0",
"1742502902.855","0","0",,,
"1742502902.857",,,"2.17",,
"1742502902.858",,,,"0",
"1742502902.86","0",,,,
"1742502902.861",,"0",,,
"1742502902.862",,,"2.18",,
"1742502902.863",,,,"0",
"1742502902.865","0",,,,
"1742502902.866",,"0",,,
"1742502902.867",,,"2.19",,
"1742502902.868",,,,"0",
"1742502902.87","0",,,,
"1742502902.871",,"0",,,
"1742502902.872",,,"2.19",,
"1742502902.874",,,,"0",
"1742502902.875","0",,,,
"1742502902.876",,"0",,,
"1742502902.877",,,"2.2",,
"1742502902.879",,,,"0",
"1742502902.881","0","0",,,
"1742502902.883",,,"2.2",,
"1742502902.884",,,,"0",
"1742502902.886","0","0",,,
"1742502902.888",,,"2.19",,
"1742502902.889",,,,"0",
"1742502902.891","0",,,,
"1742502902.892",,"0",,,
"1742502902.893",,,"2.19",,
"1742502902.894",,,,"0",
"1742502902.896","0",,,,
"1742502902.897",,"0",,,
"1742502902.898",,,"2.2",,
"1742502902.9",,,,"0",
"1742502902.901","0",,,,
"1742502902.902",,"0",,,
"1742502902.903",,,"2.2",,
"1742502902.905",,,,"0",
"1742502902.907","0","0",,,
"1742502902.908",,,"2.2",,
"1742502902.91",,,,"0",
"1742502902.912","0","0",,,
"1742502902.914",,,"2.21",,
"1742502902.915",,,,"0",
"1742502902.917","0",,,,
"1742502902.918",,"0",,,
"1742502902.919",,,"2.21",,
"1742502902.92",,,,"0",
"1742502902.922","0",,,,
"1742502902.923",,"0",,,
"1742502902.924",,,"2.21",,
"1742502902.926",,,,"0",
"1742502902.927","0",,,,
"1742502902.928",,"0",,,
"1742502902.929",,,"2.21",,
"1742502902.931",,,,"0",
"1742502902.933","0","0",,,
"1742502902.935",,,"2.21",,
"1742502902.936",,,,"0",
"1742502902.938","0","0",,,
"1742502902.94",,,"2.22",,
"1742502902.941",,,,"0",
"1742502902.943","0",,,,
"1742502902.944",,"0",,,
"1742502902.945",,,"2.22",,
"1742502902.946",,,,"0",
"1742502902.948","0",,,,
"1742502902.949",,"0",,,
"1742502902.95",,,"2.22",,
"1742502902.952",,,,"0",
"1742502902.953","0",,,,
"1742502902.954",,"0",,,
"1742502902.955",,,"2.22",,
"1742502902.957",,,,"0",
"1742502902.959","0","0",,,
"1742502902.96",,,"2.22",,
"1742502902.962",,,,"0",
"1742502902.964","0","0",,,
"1742502902.966",,,"2.22",,
"1742502902.967",,,,"0",
"1742502902.969","0",,,,
"1742502902.97",,"0",,,
"1742502902.971",,,"2.23",,
"1742502902.972",,,,"0",
"1742502902.974","0",,,,
"1742502902.975",,"0",,,
"1742502902.976",,,"2.23",,
"1742502902.977",,,,"0",
"1742502902.979","0",,,,
"1742502902.98",,"0",,,
"1742502902.981",,,"2.23",,
"1742502902.983",,,,"0",
"1742502902.984","0",,,,
"1742502902.985",,"0",,,
"1742502902.986",,,"2.23",,
"1742502902.988",,,,"0",
"1742502902.99","0","0",,,
"1742502902.992",,,"2.23",,
"1742502902.993",,,,"0",
"1742502902.995","0",,,,
"1742502902.996",,"0",,,
"1742502902.997",,,"2.24",,
"1742502902.998",,,,"0",
"1742502903","0",,,,
"1742502903.001",,"0",,,
"1742502903.002",,,"2.24",,
"1742502903.004",,,,"0",
"1742502903.005","0",,,,
"1742502903.006",,"0",,,
"1742502903.007",,,"2.24",,
"1742502903.009",,,,"0",
"1742502903.01","0",,,,
"1742502903.011",,"0",,,
"1742502903.012",,,"2.24",,
"1742502903.014",,,,"0",
"1742502903.016","0",,,,
"1742502903.017",,"0",,,
"1742502903.018",,,"2.24",,
"1742502903.019",,,,"0",
"1742502903.021","0",,,,
"1742502903.022",,"0",,,
"1742502903.023",,,"2.25",,
"1742502903.024",,,,"0",
"1742502903.026","0",,,,
"1742502903.027",,"0",,,
"1742502903.028",,,"2.25",,
"1742502903.029",,,,"0",
"1742502903.031","0",,,,
"1742502903.032",,"0",,,
"1742502903.033",,,"2.25",,
"1742502903.035",,,,"0",
"1742502903.036","0",,,,
"1742502903.037",,"0",,,
"1742502903.039",,,"2.24",,
"1742502903.04",,,,"0",
"1742502903.041","0",,,,
"1742502903.042",,"0",,,
"1742502903.044",,,"2.25",,
"1742502903.045",,,,"0",
"1742502903.047","0","0",,,
"1742502903.049",,,"2.25",,
"1742502903.05",,,,"0",
"1742502903.052","0",,,,
"1742502903.053",,"0",,,
"1742502903.054",,,"2.25",,
"1742502903.055",,,,"0",
"1742502903.057","0",,,,
"1742502903.058",,"0",,,
"1742502903.059",,,"2.25",,
"1742502903.06",,,,"0",
"1742502903.062","0",,,,
"1742502903.063",,"0",,,
"1742502903.064",,,"2.25",,
"1742502903.066",,,,"0",
"1742502903.067","0",,,,
"1742502903.068",,"0",,,
"1742502903.07",,,"2.25",,
"1742502903.071",,,,"0",
"1742502903.073","0","0",,,
"1742502903.075",,,"2.26",,
"1742502903.076",,,,"0",
"1742502903.078","0",,,,
"1742502903.079",,"0",,,
"1742502903.08",,,"2.26",,
"1742502903.081",,,,"0",
"1742502903.083","0",,,,
"1742502903.084",,"0",,,
"1742502903.085",,,"2.26",,
"1742502903.087",,,,"0",
"1742502903.088","0",,,,
"1742502903.089",,"0",,,
"1742502903.09",,,"2.26",,
"1742502903.092",,,,"0",
"1742502903.094","0","0",,,
"1742502903.096",,,"2.26",,
"1742502903.098",,,,"0",
"1742502903.099","0","0",,,
"1742502903.101",,,"2.26",,
"1742502903.102",,,,"0",
"1742502903.104","0",,,,
"1742502903.105",,"0",,,
"1742502903.106",,,"2.26",,
"1742502903.107",,,,"0",
"1742502903.109","0",,,,
"1742502903.11",,"0",,,
"1742502903.111",,,"2.27",,
"1742502903.113",,,,"0",
"1742502903.114","0",,,,
"1742502903.115",,"0",,,
"1742502903.116",,,"2.27",,
"1742502903.118",,,,"0",
"1742502903.119","0",,,,
"1742502903.12",,"0",,,
"1742502903.122",,,"2.26",,
"1742502903.123",,,,"0",
"1742502903.124","0",,,,
"1742502903.125",,"0",,,
"1742502903.127",,,"2.27",,
"1742502903.128",,,,"0",
"1742502903.13","0",,,,
"1742502903.131",,"0",,,
"1742502903.132",,,"2.27",,
"1742502903.133",,,,"0",
"1742502903.135","0",,,,
"1742502903.136",,"0",,,
"1742502903.137",,,"2.27",,
"1742502903.138",,,,"0",
"1742502903.14","0",,,,
"1742502903.141",,"0",,,
"1742502903.142",,,"2.27",,
"1742502903.144",,,,"0",
"1742502903.146","0","0",,,
"1742502903.147",,,"2.27",,
"1742502903.149",,,,"0",
"1742502903.151","0","0",,,
"1742502903.153",,,"2.27",,
"1742502903.154",,,,"0",
"1742502903.156","0",,,,
"1742502903.157",,"0",,,
"1742502903.158",,,"2.27",,
"1742502903.159",,,,"0",
"1742502903.161","0",,,,
"1742502903.162",,"0",,,
"1742502903.163",,,"2.27",,
"1742502903.164",,,,"0",
"1742502903.166","0",,,,
"1742502903.167",,"0",,,
"1742502903.168",,,"2.28",,
"1742502903.17",,,,"0",
"1742502903.171","0",,,,
"1742502903.172",,"0",,,
"1742502903.173",,,"2.27",,
"1742502903.175",,,,"0",
"1742502903.177","0","0",,,
"1742502903.179",,,"2.28",,
"1742502903.18",,,,"0",
"1742502903.182","0","0",,,
"1742502903.184",,,"2.29",,
"1742502903.185",,,,"0",
"1742502903.187","0",,,,
"1742502903.188",,"0",,,
"1742502903.189",,,"2.29",,
"1742502903.19",,,,"0",
"1742502903.192","0",,,,
"1742502903.193",,"0",,,
"1742502903.194",,,"2.3",,
"1742502903.195",,,,"0",
"1742502903.197","0",,,,
"1742502903.198",,"0",,,
"1742502903.199",,,"2.31",,
"1742502903.201",,,,"0",
"1742502903.202","0",,,,
"1742502903.203",,"0",,,
"1742502903.205",,,"2.33",,
"1742502903.206",,,,"0",
"1742502903.208","0",,,,
"1742502903.209",,"0",,,
"1742502903.21",,,"2.34",,
"1742502903.211",,,,"0",
"1742502903.213","0",,,,
"1742502903.214",,"0",,,
"1742502903.215",,,"2.36",,
"1742502903.216",,,,"0",
"1742502903.218","0",,,,
"1742502903.219",,"0",,,
"1742502903.22",,,"2.36",,
"1742502903.222",,,,"0",
"1742502903.223","0",,,,
"1742502903.224",,"0",,,
"1742502903.225",,,"2.38",,
"1742502903.227",,,,"0",
"1742502903.229","0","0",,,
"1742502903.231",,,"2.38",,
"1742502903.232",,,,"0",
"1742502903.234","0","0",,,
"1742502903.236",,,"2.38",,
"1742502903.237",,,,"0",
"1742502903.239","0",,,,
"1742502903.24",,"0",,,
"1742502903.241",,,"2.39",,
"1742502903.245","0","0",,"0",
"1742502903.247",,,"2.38",,
"1742502903.248",,,,"0",
"1742502903.249","0",,,,
"1742502903.25",,"0",,,
"1742502903.251",,,"2.37",,
"1742502903.253",,,,"0",
"1742502903.255","0",,,,
"1742502903.256",,"0",,,
"1742502903.257",,,"2.36",,
"1742502903.258",,,,"0",
"1742502903.26","0",,,,
"1742502903.261",,"0",,,
"1742502903.262",,,"2.34",,
"1742502903.263",,,,"0",
