timestamp(ms),ECG_comp,Detected_R_wave,Pace,ECG_amp,
"1742503235.474","0",,,,
"1742503235.476",,"0","0",,
"1742503235.478",,,,"2.24",
"1742503235.479","0",,,,
"1742503235.481",,"0",,,
"1742503235.482",,,"0",,
"1742503235.483",,,,"2.24",
"1742503235.484","0",,,,
"1742503235.486",,"0",,,
"1742503235.487",,,"0",,
"1742503235.488",,,,"2.23",
"1742503235.489","0",,,,
"1742503235.491",,"0",,,
"1742503235.492",,,"0",,
"1742503235.493",,,,"2.24",
"1742503235.495","0",,,,
"1742503235.496",,"0",,,
"1742503235.497",,,"0",,
"1742503235.498",,,,"2.25",
"1742503235.5","0",,,,
"1742503235.502",,"0","0",,
"1742503235.504",,,,"2.25",
"1742503235.505","0",,,,
"1742503235.507",,"0","0",,
"1742503235.509",,,,"2.24",
"1742503235.51","0",,,,
"1742503235.512",,"0",,,
"1742503235.513",,,"0",,
"1742503235.514",,,,"2.25",
"1742503235.515","0",,,,
"1742503235.517",,"0",,,
"1742503235.518",,,"0",,
"1742503235.519",,,,"2.25",
"1742503235.521","0",,,,
"1742503235.522",,"0",,,
"1742503235.523",,,"0",,
"1742503235.524",,,,"2.25",
"1742503235.526","0",,,,
"1742503235.527",,"0",,,
"1742503235.528",,,"0",,
"1742503235.53",,,,"2.26",
"1742503235.531","0",,,,
"1742503235.533",,"0","0",,
"1742503235.535",,,,"2.26",
"1742503235.536","0",,,,
"1742503235.538",,"0",,,
"1742503235.539",,,"0",,
"1742503235.54",,,,"2.25",
"1742503235.541","0",,,,
"1742503235.543",,"0",,,
"1742503235.544",,,"0",,
"1742503235.545",,,,"2.26",
"1742503235.547","0",,,,
"1742503235.548",,"0",,,
"1742503235.549",,,"0",,
"1742503235.551",,,,"2.25",
"1742503235.553","0",,,,
"1742503235.554",,"0","0",,
"1742503235.556",,,,"2.26",
"1742503235.557","0",,,,
"1742503235.559",,"0","0",,
"1742503235.561",,,,"2.26",
"1742503235.562","0",,,,
"1742503235.564",,"0",,,
"1742503235.565",,,"0",,
"1742503235.566",,,,"2.26",
"1742503235.567","0",,,,
"1742503235.569",,"0",,,
"1742503235.57",,,"0",,
"1742503235.571",,,,"2.25",
"1742503235.573","0",,,,
"1742503235.574",,"0",,,
"1742503235.575",,,"0",,
"1742503235.577",,,,"2.25",
"1742503235.578","0",,,,
"1742503235.58",,"0","0",,
"1742503235.582",,,,"2.26",
"1742503235.583","0",,,,
"1742503235.585",,"0",,,
"1742503235.586",,,"0",,
"1742503235.587",,,,"2.26",
"1742503235.588","0",,,,
"1742503235.59",,"0",,,
"1742503235.591",,,"0",,
"1742503235.592",,,,"2.26",
"1742503235.594","0",,,,
"1742503235.595",,"0",,,
"1742503235.596",,,"0",,
"1742503235.597",,,,"2.26",
"1742503235.599","0",,,,
"1742503235.601",,"0","0",,
"1742503235.602",,,,"2.26",
"1742503235.604","0",,,,
"1742503235.606",,"0",,,
"1742503235.607",,,"0",,
"1742503235.608",,,,"2.26",
"1742503235.609","0",,,,
"1742503235.611",,"0","0",,
"1742503235.613",,,,"2.26",
"1742503235.614","0",,,,
"1742503235.616",,"0",,,
"1742503235.617",,,"0",,
"1742503235.618",,,,"2.27",
"1742503235.619","0",,,,
"1742503235.621",,"0",,,
"1742503235.622",,,"0",,
"1742503235.623",,,,"2.26",
"1742503235.625","0",,,,
"1742503235.626",,"0",,,
"1742503235.627",,,"0",,
"1742503235.628",,,,"2.26",
"1742503235.63","0",,,,
"1742503235.631",,"0",,,
"1742503235.632",,,"0",,
"1742503235.633",,,,"2.26",
"1742503235.635","0",,,,
"1742503235.637",,"0","0",,
"1742503235.639",,,,"2.27",
"1742503235.64","0",,,,
"1742503235.642",,"0","0",,
"1742503235.644",,,,"2.27",
"1742503235.645","0",,,,
"1742503235.647",,"0",,,
"1742503235.648",,,"0",,
"1742503235.649",,,,"2.27",
"1742503235.65","0",,,,
"1742503235.652",,"0",,,
"1742503235.653",,,"0",,
"1742503235.654",,,,"2.26",
"1742503235.656","0",,,,
"1742503235.657",,"0",,,
"1742503235.658",,,"0",,
"1742503235.659",,,,"2.26",
"1742503235.661","0",,,,
"1742503235.663",,"0","0",,
"1742503235.665",,,,"2.26",
"1742503235.666","0",,,,
"1742503235.668",,"0","0",,
"1742503235.67",,,,"2.26",
"1742503235.671","0",,,,
"1742503235.673",,"0",,,
"1742503235.674",,,"0",,
"1742503235.675",,,,"2.25",
"1742503235.676","0",,,,
"1742503235.678",,"0",,,
"1742503235.679",,,"0",,
"1742503235.68",,,,"2.26",
"1742503235.682","0",,,,
"1742503235.683",,"0",,,
"1742503235.684",,,"0",,
"1742503235.685",,,,"2.26",
"1742503235.687","0",,,,
"1742503235.688",,"0",,,
"1742503235.689",,,"0",,
"1742503235.691",,,,"2.25",
"1742503235.692","0",,,,
"1742503235.694",,"0","0",,
"1742503235.696",,,,"2.26",
"1742503235.697","0",,,,
"1742503235.699",,"0",,,
"1742503235.7",,,"0",,
"1742503235.701",,,,"2.27",
"1742503235.702","0",,,,
"1742503235.704",,"0",,,
"1742503235.705",,,"0",,
"1742503235.706",,,,"2.27",
"1742503235.707","0",,,,
"1742503235.709",,"0",,,
"1742503235.71",,,"0",,
"1742503235.711",,,,"2.27",
"1742503235.713","0",,,,
"1742503235.714",,"0",,,
"1742503235.715",,,"0",,
"1742503235.716",,,,"2.26",
"1742503235.718","0",,,,
"1742503235.72",,"0","0",,
"1742503235.722",,,,"2.27",
"1742503235.723","0",,,,
"1742503235.725",,"0",,,
"1742503235.726",,,"0",,
"1742503235.727",,,,"2.27",
"1742503235.728","0",,,,
"1742503235.73",,"0",,,
"1742503235.731",,,"0",,
"1742503235.732",,,,"2.27",
"1742503235.734","0",,,,
"1742503235.735",,"0",,,
"1742503235.736",,,"0",,
"1742503235.737",,,,"2.27",
"1742503235.739","0",,,,
"1742503235.74",,"0",,,
"1742503235.741",,,"0",,
"1742503235.742",,,,"2.27",
"1742503235.744","0",,,,
"1742503235.746",,"0","0",,
"1742503235.748",,,,"2.27",
"1742503235.749","0",,,,
"1742503235.751",,"0",,,
"1742503235.752",,,"0",,
"1742503235.753",,,,"2.26",
"1742503235.754","0",,,,
"1742503235.756",,"0",,,
"1742503235.757",,,"0",,
"1742503235.758",,,,"2.27",
"1742503235.759","0",,,,
"1742503235.761",,"0",,,
"1742503235.762",,,"0",,
"1742503235.763",,,,"2.27",
"1742503235.765","0",,,,
"1742503235.766",,"0",,,
"1742503235.767",,,"0",,
"1742503235.768",,,,"2.27",
"1742503235.77","0",,,,
"1742503235.771",,"0",,,
"1742503235.772",,,"0",,
"1742503235.774",,,,"2.27",
"1742503235.775","0",,,,
"1742503235.777",,"0","0",,
"1742503235.779",,,,"2.27",
"1742503235.78","0",,,,
"1742503235.782",,"0",,,
"1742503235.783",,,"0",,
"1742503235.784",,,,"2.27",
"1742503235.785","0",,,,
"1742503235.787",,"0",,,
"1742503235.788",,,"0",,
"1742503235.789",,,,"2.27",
"1742503235.791","0",,,,
"1742503235.792",,"0",,,
"1742503235.793",,,"0",,
"1742503235.794",,,,"2.27",
"1742503235.796","0",,,,
"1742503235.798",,"0","0",,
"1742503235.8",,,,"2.27",
"1742503235.801","0",,,,
"1742503235.803",,"0","0",,
"1742503235.805",,,,"2.27",
"1742503235.806","0",,,,
"1742503235.808",,"0",,,
"1742503235.809",,,"0",,
"1742503235.81",,,,"2.27",
"1742503235.811","0",,,,
"1742503235.813",,"0",,,
"1742503235.814",,,"0",,
"1742503235.815",,,,"2.28",
"1742503235.817","0",,,,
"1742503235.818",,"0",,,
"1742503235.819",,,"0",,
"1742503235.82",,,,"2.27",
"1742503235.822","0",,,,
"1742503235.823",,"0",,,
"1742503235.824",,,"0",,
"1742503235.825",,,,"2.28",
"1742503235.827","0",,,,
"1742503235.829",,"0","0",,
"1742503235.831",,,,"2.27",
"1742503235.832","0",,,,
"1742503235.834",,"0",,,
"1742503235.835",,,"0",,
"1742503235.836",,,,"2.27",
"1742503235.837","0",,,,
"1742503235.839",,"0",,,
"1742503235.84",,,"0",,
"1742503235.841",,,,"2.27",
"1742503235.843","0",,,,
"1742503235.844",,"0",,,
"1742503235.845",,,"0",,
"1742503235.846",,,,"2.28",
"1742503235.848","0",,,,
"1742503235.849",,"0",,,
"1742503235.85",,,"0",,
"1742503235.851",,,,"2.27",
"1742503235.853","0",,,,
"1742503235.855",,"0","0",,
"1742503235.857",,,,"2.28",
"1742503235.858","0",,,,
"1742503235.86",,"0",,,
"1742503235.861",,,"0",,
"1742503235.862",,,,"2.28",
"1742503235.863","0",,,,
"1742503235.865",,"0",,,
"1742503235.866",,,"0",,
"1742503235.867",,,,"2.28",
"1742503235.869","0",,,,
"1742503235.87",,"0",,,
"1742503235.871",,,"0",,
"1742503235.872",,,,"2.27",
"1742503235.874","0",,,,
"1742503235.876",,"0","0",,
"1742503235.877",,,,"2.28",
"1742503235.879","0",,,,
"1742503235.881",,"0","0",,
"1742503235.883",,,,"2.29",
"1742503235.884","0",,,,
"1742503235.886",,"0","0",,
"1742503235.888",,,,"2.27",
"1742503235.889","0",,,,
"1742503235.891",,"0",,,
"1742503235.892",,,"0",,
"1742503235.893",,,,"2.28",
"1742503235.894","0",,,,
"1742503235.896",,"0",,,
"1742503235.897",,,"0",,
"1742503235.898",,,,"2.28",
"1742503235.9","0",,,,
"1742503235.901",,"0",,,
"1742503235.902",,,"0",,
"1742503235.903",,,,"2.28",
"1742503235.905","0",,,,
"1742503235.906",,"0",,,
"1742503235.907",,,"0",,
"1742503235.908",,,,"2.28",
"1742503235.91","0",,,,
"1742503235.912",,"0","0",,
"1742503235.914",,,,"2.28",
"1742503235.915","0",,,,
"1742503235.917",,"0",,,
"1742503235.918",,,"0",,
"1742503235.919",,,,"2.27",
"1742503235.92","0",,,,
"1742503235.922",,"0",,,
"1742503235.923",,,"0",,
"1742503235.924",,,,"2.28",
"1742503235.926","0",,,,
"1742503235.927",,"0",,,
"1742503235.928",,,"0",,
"1742503235.929",,,,"2.28",
"1742503235.931","0",,,,
"1742503235.933",,"0","0",,
"1742503235.935",,,,"2.28",
"1742503235.936","0",,,,
"1742503235.938",,"0","0",,
"1742503235.94",,,,"2.28",
"1742503235.941","0",,,,
"1742503235.943",,"0",,,
"1742503235.944",,,"0",,
"1742503235.945",,,,"2.28",
"1742503235.946","0",,,,
"1742503235.948",,"0",,,
"1742503235.949",,,"0",,
"1742503235.95",,,,"2.29",
"1742503235.952","0",,,,
"1742503235.953",,"0",,,
"1742503235.954",,,"0",,
"1742503235.955",,,,"2.28",
"1742503235.957","0",,,,
"1742503235.959",,"0","0",,
"1742503235.961",,,,"2.28",
"1742503235.962","0",,,,
"1742503235.964",,"0","0",,
"1742503235.966",,,,"2.28",
"1742503235.967","0",,,,
"1742503235.969",,"0",,,
"1742503235.97",,,"0",,
"1742503235.971",,,,"2.28",
"1742503235.972","0",,,,
"1742503235.974",,"0",,,
"1742503235.975",,,"0",,
"1742503235.976",,,,"2.28",
"1742503235.977","0",,,,
"1742503235.979",,"0",,,
"1742503235.98",,,"0",,
"1742503235.981",,,,"2.29",
"1742503235.983","0",,,,
"1742503235.984",,"0",,,
"1742503235.985",,,"0",,
"1742503235.987",,,,"2.3",
"1742503235.988","0",,,,
"1742503235.99",,"0","0",,
"1742503235.992",,,,"2.3",
"1742503235.993","0",,,,
"1742503235.995",,"0","0",,
"1742503235.997",,,,"2.32",
"1742503235.998","0",,,,
"1742503236",,"0",,,
"1742503236.001",,,"0",,
"1742503236.002",,,,"2.33",
"1742503236.003","0",,,,
"1742503236.005",,"0",,,
"1742503236.006",,,"0",,
"1742503236.007",,,,"2.35",
"1742503236.009","0",,,,
"1742503236.01",,"0",,,
"1742503236.011",,,"0",,
"1742503236.012",,,,"2.35",
"1742503236.014","0",,,,
"1742503236.016",,"0","0",,
"1742503236.018",,,,"2.37",
"1742503236.019","0",,,,
"1742503236.021",,"0",,,
"1742503236.022",,,"0",,
"1742503236.023",,,,"2.37",
"1742503236.024","0",,,,
"1742503236.026",,"0",,,
"1742503236.027",,,"0",,
"1742503236.028",,,,"2.38",
"1742503236.029","0",,,,
"1742503236.031",,"0",,,
"1742503236.032",,,"0",,
"1742503236.033",,,,"2.39",
"1742503236.035","0",,,,
"1742503236.036",,"0",,,
"1742503236.037",,,"0",,
"1742503236.038",,,,"2.39",
"1742503236.04","0",,,,
"1742503236.041",,"0",,,
"1742503236.042",,,"0",,
"1742503236.044",,,,"2.38",
"1742503236.045","0",,,,
"1742503236.047",,"0","0",,
"1742503236.049",,,,"2.36",
"1742503236.05","0",,,,
"1742503236.052",,"0",,,
"1742503236.053",,,"0",,
"1742503236.054",,,,"2.34",
"1742503236.055","0",,,,
"1742503236.057",,"0",,,
"1742503236.058",,,"0",,
"1742503236.059",,,,"2.33",
"1742503236.061","0",,,,
"1742503236.062",,"0",,,
"1742503236.063",,,"0",,
"1742503236.064",,,,"2.31",
"1742503236.066","0",,,,
"1742503236.067",,"0",,,
"1742503236.068",,,"0",,
"1742503236.07",,,,"2.3",
"1742503236.071","0",,,,
"1742503236.073",,"0","0",,
"1742503236.075",,,,"2.29",
"1742503236.076","0",,,,
"1742503236.078",,"0",,,
"1742503236.079",,,"0",,
"1742503236.08",,,,"2.29",
"1742503236.081","0",,,,
"1742503236.083",,"0",,,
"1742503236.084",,,"0",,
"1742503236.085",,,,"2.29",
"1742503236.086","0",,,,
"1742503236.088",,"0",,,
"1742503236.089",,,"0",,
"1742503236.09",,,,"2.28",
"1742503236.092","0",,,,
"1742503236.093",,"0",,,
"1742503236.094",,,"0",,
"1742503236.095",,,,"2.27",
"1742503236.097","0",,,,
"1742503236.099",,"0","0",,
"1742503236.101",,,,"2.27",
"1742503236.102","0",,,,
"1742503236.104",,"0",,,
"1742503236.105",,,"0",,
"1742503236.106",,,,"2.27",
"1742503236.107","0",,,,
"1742503236.109",,"0",,,
"1742503236.11",,,"0",,
"1742503236.111",,,,"2.27",
"1742503236.112","0",,,,
"1742503236.114",,"0",,,
"1742503236.115",,,"0",,
"1742503236.116",,,,"2.27",
"1742503236.118","0",,,,
"1742503236.119",,"0",,,
"1742503236.12",,,"0",,
"1742503236.121",,,,"2.26",
"1742503236.123","0",,,,
"1742503236.125",,"0","0",,
"1742503236.127",,,,"2.26",
"1742503236.128","0",,,,
"1742503236.13",,"0",,,
"1742503236.131",,,"0",,
"1742503236.132",,,,"2.27",
"1742503236.133","0",,,,
"1742503236.135",,"0",,,
"1742503236.136",,,"0",,
"1742503236.137",,,,"2.27",
"1742503236.138","0",,,,
"1742503236.14",,"0",,,
"1742503236.141",,,"0",,
"1742503236.142",,,,"2.27",
"1742503236.144","0",,,,
"1742503236.145",,"0",,,
"1742503236.146",,,"0",,
"1742503236.147",,,,"2.26",
"1742503236.149","0",,,,
"1742503236.151",,"0","0",,
"1742503236.153",,,,"2.22",
"1742503236.154","0",,,,
"1742503236.156",,"0","0",,
"1742503236.158",,,,"2.18",
"1742503236.159","0",,,,
"1742503236.161",,"0",,,
"1742503236.162",,,"0",,
"1742503236.163",,,,"2.18",
"1742503236.164","0",,,,
"1742503236.166",,"0",,,
"1742503236.167",,,"0",,
"1742503236.168",,,,"2.27",
"1742503236.169","0",,,,
"1742503236.171",,"0",,,
"1742503236.172",,,"0",,
"1742503236.173",,,,"2.48",
"1742503236.175","0",,,,
"1742503236.177",,"0","0",,
"1742503236.179",,,,"2.76",
"1742503236.18","0",,,,
"1742503236.182",,"0","0",,
"1742503236.184",,,,"3.01",
"1742503236.185","5",,,,
"1742503236.188",,"1",,,
"1742503236.19",,,"0",,
"1742503236.192",,,"1",,
"1742503236.193",,,,"2.69",
"1742503236.195","0",,,,
"1742503236.197",,"0","0",,
"1742503236.199",,,,"2.41",
"1742503236.2","0",,,,
"1742503236.202",,"0","0",,
"1742503236.204",,,,"2.24",
"1742503236.205","0",,,,
"1742503236.207",,"0",,,
"1742503236.208",,,"0",,
"1742503236.209",,,,"2.12",
"1742503236.21","0",,,,
"1742503236.212",,"0",,,
"1742503236.213",,,"0",,
"1742503236.214",,,,"2.07",
"1742503236.216","0",,,,
"1742503236.217",,"0",,,
"1742503236.218",,,"0",,
"1742503236.219",,,,"2.07",
"1742503236.223","0",,,,
"1742503236.224",,"0","0",,
"1742503236.225",,,,"2.1",
"1742503236.226","0",,,,
"1742503236.228",,"0","0",,
"1742503236.23",,,,"2.15",
"1742503236.231","0",,,,
"1742503236.233",,"0",,,
"1742503236.234",,,"0",,
"1742503236.235",,,,"2.2",
"1742503236.236","0",,,,
"1742503236.238",,"0",,,
"1742503236.239",,,"0",,
"1742503236.24",,,,"2.22",
"1742503236.241","0",,,,
"1742503236.243",,"0",,,
"1742503236.244",,,"0",,
"1742503236.245",,,,"2.24",
"1742503236.247","0",,,,
"1742503236.248",,"0",,,
"1742503236.249",,,"0",,
"1742503236.25",,,,"2.24",
"1742503236.252","0",,,,
"1742503236.254",,"0","0",,
"1742503236.256",,,,"2.25",
"1742503236.257","0",,,,
"1742503236.259",,"0",,,
"1742503236.26",,,"0",,
"1742503236.261",,,,"2.25",
"1742503236.262","0",,,,
"1742503236.264",,"0",,,
"1742503236.265",,,"0",,
"1742503236.266",,,,"2.26",
"1742503236.268","0",,,,
"1742503236.269",,"0",,,
"1742503236.27",,,"0",,
"1742503236.271",,,,"2.26",
"1742503236.273","0",,,,
"1742503236.275",,"0","0",,
"1742503236.277",,,,"2.27",
"1742503236.278","0",,,,
"1742503236.28",,"0",,,
"1742503236.281",,,"0",,
"1742503236.282",,,,"2.28",
"1742503236.283","0",,,,
"1742503236.285",,"0","0",,
"1742503236.287",,,,"2.29",
"1742503236.288","0",,,,
"1742503236.29",,"0",,,
"1742503236.291",,,"0",,
"1742503236.292",,,,"2.29",
"1742503236.294","0",,,,
"1742503236.295",,"0",,,
"1742503236.296",,,"0",,
"1742503236.297",,,,"2.3",
"1742503236.299","0",,,,
"1742503236.3",,"0",,,
"1742503236.301",,,"0",,
"1742503236.302",,,,"2.31",
"1742503236.304","0",,,,
"1742503236.305",,"0",,,
"1742503236.306",,,"0",,
"1742503236.308",,,,"2.32",
"1742503236.309","0",,,,
"1742503236.311",,"0",,,
"1742503236.312",,,"0",,
"1742503236.313",,,,"2.33",
"1742503236.314","0",,,,
"1742503236.316",,"0",,,
"1742503236.317",,,"0",,
"1742503236.318",,,,"2.35",
"1742503236.319","0",,,,
"1742503236.321",,"0",,,
"1742503236.322",,,"0",,
"1742503236.323",,,,"2.35",
"1742503236.324","0",,,,
"1742503236.326",,"0",,,
"1742503236.327",,,"0",,
"1742503236.328",,,,"2.36",
"1742503236.33","0",,,,
"1742503236.332",,"0","0",,
"1742503236.334",,,,"2.38",
"1742503236.335","0",,,,
"1742503236.337",,"0","0",,
"1742503236.339",,,,"2.39",
"1742503236.34","0",,,,
"1742503236.342",,"0",,,
"1742503236.343",,,"0",,
"1742503236.344",,,,"2.4",
"1742503236.345","0",,,,
"1742503236.347",,"0",,,
"1742503236.348",,,"0",,
"1742503236.349",,,,"2.42",
"1742503236.351","0",,,,
"1742503236.352",,"0",,,
"1742503236.353",,,"0",,
"1742503236.354",,,,"2.43",
"1742503236.356","0",,,,
"1742503236.357",,"0",,,
"1742503236.358",,,"0",,
"1742503236.36",,,,"2.45",
"1742503236.361","0",,,,
"1742503236.363",,"0","0",,
"1742503236.365",,,,"2.46",
"1742503236.366","0",,,,
"1742503236.368",,"0","0",,
"1742503236.37",,,,"2.48",
"1742503236.371","0",,,,
"1742503236.373",,"0",,,
"1742503236.374",,,"0",,
"1742503236.375",,,,"2.49",
"1742503236.376","0",,,,
"1742503236.378",,"0",,,
"1742503236.379",,,"0",,
"1742503236.38",,,,"2.5",
"1742503236.382","0",,,,
"1742503236.383",,"0",,,
"1742503236.384",,,"0",,
"1742503236.385",,,,"2.51",
"1742503236.387","0",,,,
"1742503236.388",,"0",,,
"1742503236.389",,,"0",,
"1742503236.391",,,,"2.51",
"1742503236.392","0",,,,
"1742503236.394",,"0",,,
"1742503236.395",,,"0",,
"1742503236.396",,,,"2.52",
"1742503236.397","0",,,,
"1742503236.399",,"0",,,
"1742503236.4",,,"0",,
"1742503236.401",,,,"2.52",
"1742503236.402","0",,,,
"1742503236.404",,"0",,,
"1742503236.405",,,"0",,
"1742503236.406",,,,"2.51",
"1742503236.408","0",,,,
"1742503236.409",,"0",,,
"1742503236.41",,,"0",,
"1742503236.411",,,,"2.49",
"1742503236.413","0",,,,
"1742503236.415",,"0","0",,
"1742503236.417",,,,"2.48",
"1742503236.418","0",,,,
"1742503236.42",,"0",,,
"1742503236.421",,,"0",,
"1742503236.422",,,,"2.44",
"1742503236.423","0",,,,
"1742503236.425",,"0",,,
"1742503236.426",,,"0",,
"1742503236.427",,,,"2.42",
"1742503236.428","0",,,,
"1742503236.43",,"0",,,
"1742503236.431",,,"0",,
"1742503236.432",,,,"2.4",
"1742503236.434","0",,,,
"1742503236.435",,"0",,,
"1742503236.436",,,"0",,
"1742503236.437",,,,"2.37",
"1742503236.439","0",,,,
"1742503236.441",,"0","0",,
"1742503236.443",,,,"2.34",
"1742503236.444","0",,,,
"1742503236.446",,"0","0",,
"1742503236.448",,,,"2.32",
"1742503236.449","0",,,,
"1742503236.451",,"0",,,
"1742503236.452",,,"0",,
"1742503236.453",,,,"2.29",
"1742503236.454","0",,,,
"1742503236.456",,"0",,,
"1742503236.457",,,"0",,
"1742503236.458",,,,"2.26",
"1742503236.46","0",,,,
"1742503236.461",,"0",,,
"1742503236.462",,,"0",,
"1742503236.463",,,,"2.24",
"1742503236.465","0",,,,
"1742503236.466",,"0",,,
"1742503236.467",,,"0",,
"1742503236.468",,,,"2.22",
"1742503236.47","0",,,,
"1742503236.472",,"0","0",,
"1742503236.474",,,,"2.2",
"1742503236.475","0",,,,
"1742503236.477",,"0",,,
"1742503236.478",,,"0",,
"1742503236.479",,,,"2.2",
"1742503236.48","0",,,,
"1742503236.482",,"0",,,
"1742503236.483",,,"0",,
"1742503236.484",,,,"2.18",
"1742503236.486","0",,,,
"1742503236.487",,"0",,,
"1742503236.488",,,"0",,
"1742503236.489",,,,"2.17",
"1742503236.491","0",,,,
"1742503236.492",,"0",,,
"1742503236.493",,,"0",,
"1742503236.494",,,,"2.16",
"1742503236.496","0",,,,
"1742503236.498",,"0","0",,
"1742503236.5",,,,"2.16",
"1742503236.501","0",,,,
"1742503236.503",,"0","0",,
"1742503236.505",,,,"2.15",
"1742503236.506","0",,,,
"1742503236.508",,"0",,,
"1742503236.509",,,"0",,
"1742503236.51",,,,"2.15",
"1742503236.511","0",,,,
"1742503236.513",,"0",,,
"1742503236.514",,,"0",,
"1742503236.515",,,,"2.15",
"1742503236.517","0",,,,
"1742503236.518",,"0",,,
"1742503236.519",,,"0",,
"1742503236.52",,,,"2.15",
"1742503236.522","0",,,,
"1742503236.523",,"0",,,
"1742503236.524",,,"0",,
"1742503236.526",,,,"2.15",
"1742503236.527","0",,,,
"1742503236.529",,"0","0",,
"1742503236.531",,,,"2.16",
"1742503236.532","0",,,,
"1742503236.534",,"0",,,
"1742503236.535",,,"0",,
"1742503236.536",,,,"2.15",
"1742503236.537","0",,,,
"1742503236.539",,"0",,,
"1742503236.54",,,"0",,
"1742503236.541",,,,"2.16",
"1742503236.543","0",,,,
"1742503236.544",,"0",,,
"1742503236.545",,,"0",,
"1742503236.546",,,,"2.17",
"1742503236.548","0",,,,
"1742503236.55",,"0","0",,
"1742503236.554","0",,,"2.17",
"1742503236.555",,"0",,,
"1742503236.556",,,"0",,
"1742503236.557",,,,"2.16",
"1742503236.558","0",,,,
"1742503236.56",,"0",,,
"1742503236.561",,,"0",,
"1742503236.562",,,,"2.17",
"1742503236.563","0",,,,
"1742503236.565",,"0",,,
"1742503236.566",,,"0",,
"1742503236.567",,,,"2.18",
"1742503236.569","0",,,,
"1742503236.571",,"0","0",,
"1742503236.572",,,,"2.18",
"1742503236.574","0",,,,
"1742503236.576",,"0",,,
"1742503236.577",,,"0",,
"1742503236.578",,,,"2.19",
"1742503236.579","0",,,,
"1742503236.581",,"0",,,
"1742503236.582",,,"0",,
"1742503236.583",,,,"2.2",
"1742503236.584","0",,,,
"1742503236.586",,"0",,,
"1742503236.587",,,"0",,
"1742503236.588",,,,"2.2",
"1742503236.59","0",,,,
"1742503236.591",,"0",,,
"1742503236.592",,,"0",,
"1742503236.594",,,,"2.2",
"1742503236.595","0",,,,
"1742503236.596",,"0",,,
"1742503236.597",,,"0",,
"1742503236.599",,,,"2.21",
"1742503236.601","0","0",,,
"1742503236.603",,,"0",,
"1742503236.604",,,,"2.21",
"1742503236.606","0",,,,
"1742503236.607",,"0","0",,
"1742503236.609",,,,"2.21",
"1742503236.61","0",,,,
"1742503236.612",,"0",,,
"1742503236.613",,,"0",,
"1742503236.614",,,,"2.22",
"1742503236.615","0",,,,
"1742503236.617",,"0",,,
"1742503236.618",,,"0",,
"1742503236.619",,,,"2.21",
"1742503236.621","0",,,,
"1742503236.622",,"0",,,
"1742503236.623",,,"0",,
"1742503236.624",,,,"2.22",
"1742503236.626","0",,,,
"1742503236.628",,"0","0",,
"1742503236.63",,,,"2.21",
"1742503236.631","0",,,,
"1742503236.633",,"0","0",,
"1742503236.635",,,,"2.21",
"1742503236.636","0",,,,
"1742503236.638",,"0","0",,
"1742503236.64",,,,"2.21",
"1742503236.641","0",,,,
"1742503236.643",,"0",,,
"1742503236.644",,,"0",,
"1742503236.645",,,,"2.22",
"1742503236.646","0",,,,
"1742503236.648",,"0",,,
"1742503236.649",,,"0",,
"1742503236.65",,,,"2.23",
"1742503236.652","0",,,,
"1742503236.653",,"0",,,
"1742503236.654",,,"0",,
"1742503236.656",,,,"2.22",
"1742503236.657","0",,,,
"1742503236.659",,"0","0",,
"1742503236.661",,,,"2.22",
"1742503236.662","0",,,,
"1742503236.664",,"0",,,
"1742503236.665",,,"0",,
"1742503236.666",,,,"2.22",
"1742503236.667","0",,,,
"1742503236.669",,"0",,,
"1742503236.67",,,"0",,
"1742503236.671",,,,"2.22",
"1742503236.672","0",,,,
"1742503236.674",,"0",,,
"1742503236.675",,,"0",,
"1742503236.676",,,,"2.22",
"1742503236.678","0",,,,
"1742503236.679",,"0",,,
"1742503236.68",,,"0",,
"1742503236.681",,,,"2.22",
"1742503236.683","0",,,,
"1742503236.685",,"0","0",,
"1742503236.687",,,,"2.23",
"1742503236.688","0",,,,
"1742503236.69",,"0","0",,
"1742503236.692",,,,"2.22",
"1742503236.693","0",,,,
"1742503236.695",,"0",,,
"1742503236.696",,,"0",,
"1742503236.697",,,,"2.24",
"1742503236.698","0",,,,
"1742503236.7",,"0",,,
"1742503236.701",,,"0",,
"1742503236.702",,,,"2.24",
"1742503236.704","0",,,,
"1742503236.705",,"0",,,
"1742503236.706",,,"0",,
"1742503236.707",,,,"2.24",
"1742503236.709","0",,,,
"1742503236.711",,"0","0",,
"1742503236.713",,,,"2.24",
"1742503236.714","0",,,,
"1742503236.716",,"0",,,
"1742503236.717",,,"0",,
"1742503236.718",,,,"2.24",
"1742503236.719","0",,,,
"1742503236.721",,"0",,,
"1742503236.722",,,"0",,
"1742503236.723",,,,"2.24",
"1742503236.724","0",,,,
"1742503236.726",,"0",,,
"1742503236.727",,,"0",,
"1742503236.728",,,,"2.25",
"1742503236.729","0",,,,
"1742503236.731",,"0",,,
"1742503236.732",,,"0",,
"1742503236.733",,,,"2.24",
"1742503236.735","0",,,,
"1742503236.736",,"0",,,
"1742503236.737",,,"0",,
"1742503236.738",,,,"2.24",
"1742503236.74","0",,,,
"1742503236.742",,"0","0",,
"1742503236.744",,,,"2.24",
"1742503236.745","0",,,,
"1742503236.747",,"0",,,
"1742503236.748",,,"0",,
