timestamp(ms),ECG_comp,Detected_R_wave,Pace,ECG_amp,
"1742503232.254",,"0",,,
"1742503232.255",,,"0",,
"1742503232.256",,,,"2.2",
"1742503232.257","0",,,,
"1742503232.259",,"0",,,
"1742503232.26",,,"0",,
"1742503232.261",,,,"2.21",
"1742503232.262","0",,,,
"1742503232.264",,"0",,,
"1742503232.265",,,"0",,
"1742503232.266",,,,"2.21",
"1742503232.268","0",,,,
"1742503232.269",,"0",,,
"1742503232.27",,,"0",,
"1742503232.271",,,,"2.21",
"1742503232.273","0",,,,
"1742503232.274",,"0",,,
"1742503232.275",,,"0",,
"1742503232.277",,,,"2.21",
"1742503232.278","0",,,,
"1742503232.28",,"0","0",,
"1742503232.282",,,,"2.21",
"1742503232.283","0",,,,
"1742503232.285",,"0",,,
"1742503232.286",,,"0",,
"1742503232.287",,,,"2.21",
"1742503232.288","0",,,,
"1742503232.29",,"0",,,
"1742503232.291",,,"0",,
"1742503232.292",,,,"2.22",
"1742503232.293","0",,,,
"1742503232.295",,"0",,,
"1742503232.296",,,"0",,
"1742503232.297",,,,"2.22",
"1742503232.299","0",,,,
"1742503232.301",,"0","0",,
"1742503232.303",,,,"2.21",
"1742503232.304","0",,,,
"1742503232.306",,"0","0",,
"1742503232.308",,,,"2.22",
"1742503232.309","0",,,,
"1742503232.311",,"0",,,
"1742503232.312",,,"0",,
"1742503232.313",,,,"2.22",
"1742503232.314","0",,,,
"1742503232.316",,"0",,,
"1742503232.317",,,"0",,
"1742503232.318",,,,"2.22",
"1742503232.32","0",,,,
"1742503232.321",,"0",,,
"1742503232.322",,,"0",,
"1742503232.323",,,,"2.22",
"1742503232.325","0",,,,
"1742503232.326",,"0",,,
"1742503232.327",,,"0",,
"1742503232.328",,,,"2.22",
"1742503232.33","0",,,,
"1742503232.332",,"0","0",,
"1742503232.334",,,,"2.23",
"1742503232.335","0",,,,
"1742503232.337",,"0",,,
"1742503232.338",,,"0",,
"1742503232.339",,,,"2.22",
"1742503232.34","0",,,,
"1742503232.342",,"0",,,
"1742503232.343",,,"0",,
"1742503232.344",,,,"2.23",
"1742503232.346","0",,,,
"1742503232.347",,"0",,,
"1742503232.348",,,"0",,
"1742503232.349",,,,"2.22",
"1742503232.351","0",,,,
"1742503232.352",,"0",,,
"1742503232.353",,,"0",,
"1742503232.354",,,,"2.23",
"1742503232.356","0",,,,
"1742503232.358",,"0","0",,
"1742503232.36",,,,"2.23",
"1742503232.361","0",,,,
"1742503232.363",,"0",,,
"1742503232.364",,,"0",,
"1742503232.365",,,,"2.23",
"1742503232.366","0",,,,
"1742503232.368",,"0",,,
"1742503232.369",,,"0",,
"1742503232.37",,,,"2.23",
"1742503232.371","0",,,,
"1742503232.373",,"0",,,
"1742503232.374",,,"0",,
"1742503232.375",,,,"2.23",
"1742503232.377","0",,,,
"1742503232.378",,"0",,,
"1742503232.379",,,"0",,
"1742503232.381",,,,"2.23",
"1742503232.382","0",,,,
"1742503232.384",,"0","0",,
"1742503232.386",,,,"2.23",
"1742503232.387","0",,,,
"1742503232.389",,"0","0",,
"1742503232.391",,,,"2.22",
"1742503232.392","0",,,,
"1742503232.394",,"0",,,
"1742503232.395",,,"0",,
"1742503232.396",,,,"2.24",
"1742503232.397","0",,,,
"1742503232.399",,"0",,,
"1742503232.4",,,"0",,
"1742503232.401",,,,"2.24",
"1742503232.403","0",,,,
"1742503232.404",,"0",,,
"1742503232.405",,,"0",,
"1742503232.406",,,,"2.24",
"1742503232.408","0",,,,
"1742503232.409",,"0",,,
"1742503232.41",,,"0",,
"1742503232.412",,,,"2.24",
"1742503232.413","0",,,,
"1742503232.415",,"0","0",,
"1742503232.417",,,,"2.24",
"1742503232.418","0",,,,
"1742503232.42",,"0",,,
"1742503232.421",,,"0",,
"1742503232.422",,,,"2.24",
"1742503232.423","0",,,,
"1742503232.425",,"0",,,
"1742503232.426",,,"0",,
"1742503232.427",,,,"2.24",
"1742503232.428","0",,,,
"1742503232.43",,"0",,,
"1742503232.431",,,"0",,
"1742503232.432",,,,"2.24",
"1742503232.434","0",,,,
"1742503232.435",,"0",,,
"1742503232.436",,,"0",,
"1742503232.438",,,,"2.24",
"1742503232.439","0",,,,
"1742503232.441",,"0","0",,
"1742503232.443",,,,"2.24",
"1742503232.444","0",,,,
"1742503232.446",,"0",,,
"1742503232.447",,,"0",,
"1742503232.448",,,,"2.24",
"1742503232.449","0",,,,
"1742503232.451",,"0",,,
"1742503232.452",,,"0",,
"1742503232.453",,,,"2.24",
"1742503232.454","0",,,,
"1742503232.456",,"0",,,
"1742503232.457",,,"0",,
"1742503232.458",,,,"2.24",
"1742503232.46","0",,,,
"1742503232.461",,"0",,,
"1742503232.462",,,"0",,
"1742503232.464",,,,"2.25",
"1742503232.465","0",,,,
"1742503232.467",,"0","0",,
"1742503232.469",,,,"2.25",
"1742503232.47","0",,,,
"1742503232.472",,"0",,,
"1742503232.473",,,"0",,
"1742503232.474",,,,"2.24",
"1742503232.475","0",,,,
"1742503232.477",,"0",,,
"1742503232.478",,,"0",,
"1742503232.479",,,,"2.25",
"1742503232.48","0",,,,
"1742503232.482",,"0",,,
"1742503232.483",,,"0",,
"1742503232.484",,,,"2.25",
"1742503232.486","0",,,,
"1742503232.487",,"0",,,
"1742503232.488",,,"0",,
"1742503232.489",,,,"2.25",
"1742503232.491","0",,,,
"1742503232.493",,"0","0",,
"1742503232.495",,,,"2.24",
"1742503232.496","0",,,,
"1742503232.498",,"0",,,
"1742503232.499",,,"0",,
"1742503232.5",,,,"2.25",
"1742503232.501","0",,,,
"1742503232.503",,"0",,,
"1742503232.504",,,"0",,
"1742503232.505",,,,"2.24",
"1742503232.506","0",,,,
"1742503232.508",,"0",,,
"1742503232.509",,,"0",,
"1742503232.51",,,,"2.25",
"1742503232.512","0",,,,
"1742503232.513",,"0",,,
"1742503232.514",,,"0",,
"1742503232.515",,,,"2.25",
"1742503232.517","0",,,,
"1742503232.519",,"0","0",,
"1742503232.521",,,,"2.25",
"1742503232.522","0",,,,
"1742503232.524",,"0","0",,
"1742503232.526",,,,"2.25",
"1742503232.527","0",,,,
"1742503232.531",,"0","0",,
"1742503232.532",,,,"2.25",
"1742503232.533","0",,,,
"1742503232.535",,"0","0",,
"1742503232.536",,,,"2.24",
"1742503232.538","0",,,,
"1742503232.539",,"0",,,
"1742503232.54",,,"0",,
"1742503232.542",,,,"2.24",
"1742503232.543","0",,,,
"1742503232.545",,"0","0",,
"1742503232.547",,,,"2.25",
"1742503232.548","0",,,,
"1742503232.55",,"0",,,
"1742503232.551",,,"0",,
"1742503232.552",,,,"2.25",
"1742503232.553","0",,,,
"1742503232.555",,"0",,,
"1742503232.556",,,"0",,
"1742503232.557",,,,"2.25",
"1742503232.558","0",,,,
"1742503232.56",,"0",,,
"1742503232.561",,,"0",,
"1742503232.562",,,,"2.26",
"1742503232.564","0",,,,
"1742503232.565",,"0",,,
"1742503232.566",,,"0",,
"1742503232.568",,,,"2.26",
"1742503232.569","0",,,,
"1742503232.571",,"0","0",,
"1742503232.573",,,,"2.26",
"1742503232.574","0",,,,
"1742503232.576",,"0","0",,
"1742503232.578",,,,"2.26",
"1742503232.579","0",,,,
"1742503232.581",,"0",,,
"1742503232.582",,,"0",,
"1742503232.583",,,,"2.26",
"1742503232.584","0",,,,
"1742503232.586",,"0",,,
"1742503232.587",,,"0",,
"1742503232.588",,,,"2.25",
"1742503232.589","0",,,,
"1742503232.591",,"0",,,
"1742503232.592",,,"0",,
"1742503232.593",,,,"2.26",
"1742503232.595","0",,,,
"1742503232.596",,"0",,,
"1742503232.597",,,"0",,
"1742503232.599",,,,"2.25",
"1742503232.6","0",,,,
"1742503232.602",,"0",,,
"1742503232.603",,,"0",,
"1742503232.604",,,,"2.25",
"1742503232.605","0",,,,
"1742503232.607",,"0",,,
"1742503232.608",,,"0",,
"1742503232.609",,,,"2.25",
"1742503232.61","0",,,,
"1742503232.612",,"0",,,
"1742503232.613",,,"0",,
"1742503232.614",,,,"2.26",
"1742503232.615","0",,,,
"1742503232.617",,"0",,,
"1742503232.618",,,"0",,
"1742503232.619",,,,"2.26",
"1742503232.621","0",,,,
"1742503232.622",,"0",,,
"1742503232.623",,,"0",,
"1742503232.624",,,,"2.27",
"1742503232.626","0",,,,
"1742503232.628",,"0","0",,
"1742503232.63",,,,"2.26",
"1742503232.631","0",,,,
"1742503232.633",,"0",,,
"1742503232.634",,,"0",,
"1742503232.635",,,,"2.26",
"1742503232.636","0",,,,
"1742503232.638",,"0",,,
"1742503232.639",,,"0",,
"1742503232.64",,,,"2.26",
"1742503232.641","0",,,,
"1742503232.643",,"0",,,
"1742503232.644",,,"0",,
"1742503232.645",,,,"2.27",
"1742503232.647","0",,,,
"1742503232.648",,"0",,,
"1742503232.649",,,"0",,
"1742503232.65",,,,"2.28",
"1742503232.652","0",,,,
"1742503232.654",,"0","0",,
"1742503232.656",,,,"2.28",
"1742503232.657","0",,,,
"1742503232.659",,"0",,,
"1742503232.66",,,"0",,
"1742503232.661",,,,"2.3",
"1742503232.662","0",,,,
"1742503232.664",,"0",,,
"1742503232.665",,,"0",,
"1742503232.666",,,,"2.32",
"1742503232.667","0",,,,
"1742503232.669",,"0",,,
"1742503232.67",,,"0",,
"1742503232.671",,,,"2.32",
"1742503232.673","0",,,,
"1742503232.674",,"0",,,
"1742503232.675",,,"0",,
"1742503232.676",,,,"2.34",
"1742503232.678","0",,,,
"1742503232.679",,"0",,,
"1742503232.68",,,"0",,
"1742503232.682",,,,"2.35",
"1742503232.683","0",,,,
"1742503232.685",,"0",,,
"1742503232.686",,,"0",,
"1742503232.687",,,,"2.35",
"1742503232.688","0",,,,
"1742503232.69",,"0",,,
"1742503232.691",,,"0",,
"1742503232.692",,,,"2.35",
"1742503232.693","0",,,,
"1742503232.695",,"0",,,
"1742503232.696",,,"0",,
"1742503232.697",,,,"2.36",
"1742503232.699","0",,,,
"1742503232.7",,"0",,,
"1742503232.701",,,"0",,
"1742503232.702",,,,"2.36",
"1742503232.704","0",,,,
"1742503232.705",,"0",,,
"1742503232.706",,,"0",,
"1742503232.708",,,,"2.35",
"1742503232.709","0",,,,
"1742503232.711",,"0","0",,
"1742503232.713",,,,"2.34",
"1742503232.714","0",,,,
"1742503232.716",,"0",,,
"1742503232.717",,,"0",,
"1742503232.718",,,,"2.32",
"1742503232.719","0",,,,
"1742503232.721",,"0",,,
"1742503232.722",,,"0",,
"1742503232.723",,,,"2.3",
"1742503232.725","0",,,,
"1742503232.726",,"0",,,
"1742503232.727",,,"0",,
"1742503232.728",,,,"2.29",
"1742503232.73","0",,,,
"1742503232.731",,"0",,,
"1742503232.732",,,"0",,
"1742503232.733",,,,"2.28",
"1742503232.735","0",,,,
"1742503232.737",,"0","0",,
"1742503232.739",,,,"2.27",
"1742503232.74","0",,,,
"1742503232.742",,"0",,,
"1742503232.743",,,"0",,
"1742503232.744",,,,"2.27",
"1742503232.745","0",,,,
"1742503232.747",,"0",,,
"1742503232.748",,,"0",,
"1742503232.749",,,,"2.27",
"1742503232.75","0",,,,
"1742503232.752",,"0",,,
"1742503232.753",,,"0",,
"1742503232.754",,,,"2.25",
"1742503232.756","0",,,,
"1742503232.757",,"0",,,
"1742503232.758",,,"0",,
"1742503232.76",,,,"2.25",
"1742503232.761","0",,,,
"1742503232.763",,"0","0",,
"1742503232.765",,,,"2.25",
"1742503232.766","0",,,,
"1742503232.768",,"0",,,
"1742503232.769",,,"0",,
"1742503232.77",,,,"2.24",
"1742503232.771","0",,,,
"1742503232.773",,"0",,,
"1742503232.774",,,"0",,
"1742503232.775",,,,"2.23",
"1742503232.776","0",,,,
"1742503232.778",,"0",,,
"1742503232.779",,,"0",,
"1742503232.78",,,,"2.24",
"1742503232.782","0",,,,
"1742503232.783",,"0",,,
"1742503232.784",,,"0",,
"1742503232.785",,,,"2.24",
"1742503232.787","0",,,,
"1742503232.788",,"0",,,
"1742503232.789",,,"0",,
"1742503232.791",,,,"2.24",
"1742503232.792","0",,,,
"1742503232.794",,"0","0",,
"1742503232.796",,,,"2.24",
"1742503232.797","0",,,,
"1742503232.799",,"0",,,
"1742503232.8",,,"0",,
"1742503232.801",,,,"2.24",
"1742503232.802","0",,,,
"1742503232.804",,"0",,,
"1742503232.805",,,"0",,
"1742503232.806",,,,"2.24",
"1742503232.808","0",,,,
"1742503232.809",,"0",,,
"1742503232.81",,,"0",,
"1742503232.811",,,,"2.21",
"1742503232.813","0",,,,
"1742503232.815",,"0","0",,
"1742503232.817",,,,"2.17",
"1742503232.818","0",,,,
"1742503232.82",,"0","0",,
"1742503232.822",,,,"2.15",
"1742503232.823","0",,,,
"1742503232.825",,"0",,,
"1742503232.826",,,"0",,
"1742503232.827",,,,"2.21",
"1742503232.828","0",,,,
"1742503232.83",,"0",,,
"1742503232.831",,,"0",,
"1742503232.832",,,,"2.41",
"1742503232.834","0",,,,
"1742503232.835",,"0",,,
"1742503232.836",,,"0",,
"1742503232.837",,,,"2.68",
"1742503232.839","0",,,,
"1742503232.84",,"0",,,
"1742503232.841",,,"0",,
"1742503232.843",,,,"2.97",
"1742503232.844","1.27",,,,
"1742503232.846",,"0","0",,
"1742503232.848",,,,"3.12",
"1742503232.849","5",,,,
"1742503232.852",,"1",,,
"1742503232.854",,,"0",,
"1742503232.856",,,"1",,
"1742503232.857",,,,"2.42",
"1742503232.859","0",,,,
"1742503232.86",,"0",,,
"1742503232.861",,,"0",,
"1742503232.863",,,,"2.2",
"1742503232.864","0",,,,
"1742503232.866",,"0","0",,
"1742503232.868",,,,"2.08",
"1742503232.869","0",,,,
"1742503232.871",,"0",,,
"1742503232.872",,,"0",,
"1742503232.873",,,,"2.04",
"1742503232.874","0",,,,
"1742503232.876",,"0",,,
"1742503232.877",,,"0",,
"1742503232.878",,,,"2.04",
"1742503232.88","0",,,,
"1742503232.881",,"0",,,
"1742503232.882",,,"0",,
"1742503232.883",,,,"2.08",
"1742503232.885","0",,,,
"1742503232.887",,"0","0",,
"1742503232.889",,,,"2.14",
"1742503232.89","0",,,,
"1742503232.892",,"0","0",,
"1742503232.894",,,,"2.18",
"1742503232.895","0",,,,
"1742503232.897",,"0",,,
"1742503232.898",,,"0",,
"1742503232.899",,,,"2.21",
"1742503232.9","0",,,,
"1742503232.902",,"0",,,
"1742503232.903",,,"0",,
"1742503232.904",,,,"2.22",
"1742503232.905","0",,,,
"1742503232.907",,"0",,,
"1742503232.908",,,"0",,
"1742503232.909",,,,"2.23",
"1742503232.911","0",,,,
"1742503232.912",,"0",,,
"1742503232.913",,,"0",,
"1742503232.914",,,,"2.23",
"1742503232.916","0",,,,
"1742503232.918",,"0",,,
"1742503232.919",,,"0",,
"1742503232.92",,,,"2.23",
"1742503232.921","0",,,,
"1742503232.923",,"0",,,
"1742503232.924",,,"0",,
"1742503232.925",,,,"2.24",
"1742503232.926","0",,,,
"1742503232.928",,"0",,,
"1742503232.929",,,"0",,
"1742503232.93",,,,"2.25",
"1742503232.931","0",,,,
"1742503232.933",,"0",,,
"1742503232.934",,,"0",,
"1742503232.935",,,,"2.26",
"1742503232.937","0",,,,
"1742503232.938",,"0",,,
"1742503232.939",,,"0",,
"1742503232.94",,,,"2.26",
"1742503232.942","0",,,,
"1742503232.944",,"0","0",,
"1742503232.946",,,,"2.27",
"1742503232.947","0",,,,
"1742503232.949",,"0",,,
"1742503232.95",,,"0",,
"1742503232.951",,,,"2.28",
"1742503232.952","0",,,,
"1742503232.954",,"0",,,
"1742503232.955",,,"0",,
"1742503232.956",,,,"2.28",
"1742503232.957","0",,,,
"1742503232.959",,"0",,,
"1742503232.96",,,"0",,
"1742503232.961",,,,"2.29",
"1742503232.962","0",,,,
"1742503232.964",,"0",,,
"1742503232.965",,,"0",,
"1742503232.966",,,,"2.3",
"1742503232.968","0",,,,
"1742503232.97",,"0","0",,
"1742503232.972",,,,"2.32",
"1742503232.973","0",,,,
"1742503232.975",,"0","0",,
"1742503232.977",,,,"2.33",
"1742503232.978","0",,,,
"1742503232.98",,"0",,,
"1742503232.981",,,"0",,
"1742503232.982",,,,"2.35",
"1742503232.983","0",,,,
"1742503232.985",,"0",,,
"1742503232.986",,,"0",,
"1742503232.987",,,,"2.35",
"1742503232.989","0",,,,
"1742503232.99",,"0",,,
"1742503232.991",,,"0",,
"1742503232.992",,,,"2.36",
"1742503232.994","0",,,,
"1742503232.996",,"0","0",,
"1742503232.998",,,,"2.38",
"1742503232.999","0",,,,
"1742503233.001",,"0","0",,
"1742503233.003",,,,"2.39",
"1742503233.004","0",,,,
"1742503233.006",,"0",,,
"1742503233.007",,,"0",,
"1742503233.008",,,,"2.41",
"1742503233.009","0",,,,
"1742503233.011",,"0",,,
"1742503233.012",,,"0",,
"1742503233.013",,,,"2.43",
"1742503233.014","0",,,,
"1742503233.016",,"0",,,
"1742503233.017",,,"0",,
"1742503233.018",,,,"2.44",
"1742503233.02","0",,,,
"1742503233.021",,"0",,,
"1742503233.022",,,"0",,
"1742503233.024",,,,"2.46",
"1742503233.025","0",,,,
"1742503233.027",,"0","0",,
"1742503233.029",,,,"2.48",
"1742503233.03","0",,,,
"1742503233.032",,"0",,,
"1742503233.033",,,"0",,
"1742503233.034",,,,"2.49",
"1742503233.035","0",,,,
"1742503233.037",,"0",,,
"1742503233.038",,,"0",,
"1742503233.039",,,,"2.5",
"1742503233.04","0",,,,
"1742503233.042",,"0",,,
"1742503233.043",,,"0",,
"1742503233.044",,,,"2.51",
"1742503233.046","0",,,,
"1742503233.047",,"0",,,
"1742503233.048",,,"0",,
"1742503233.049",,,,"2.52",
"1742503233.051","0",,,,
"1742503233.053",,"0","0",,
"1742503233.055",,,,"2.52",
"1742503233.056","0",,,,
"1742503233.058",,"0",,,
"1742503233.059",,,"0",,
"1742503233.06",,,,"2.52",
"1742503233.061","0",,,,
"1742503233.063",,"0",,,
"1742503233.064",,,"0",,
"1742503233.065",,,,"2.52",
"1742503233.066","0",,,,
"1742503233.068",,"0",,,
"1742503233.069",,,"0",,
"1742503233.07",,,,"2.5",
"1742503233.072","0",,,,
"1742503233.073",,"0",,,
"1742503233.074",,,"0",,
"1742503233.075",,,,"2.48",
"1742503233.077","0",,,,
"1742503233.079",,"0","0",,
"1742503233.081",,,,"2.46",
"1742503233.082","0",,,,
"1742503233.084",,"0","0",,
"1742503233.086",,,,"2.44",
"1742503233.087","0",,,,
"1742503233.089",,"0",,,
"1742503233.09",,,"0",,
"1742503233.091",,,,"2.41",
"1742503233.092","0",,,,
"1742503233.094",,"0",,,
"1742503233.095",,,"0",,
"1742503233.096",,,,"2.38",
"1742503233.097","0",,,,
"1742503233.099",,"0",,,
"1742503233.1",,,"0",,
"1742503233.101",,,,"2.35",
"1742503233.103","0",,,,
"1742503233.104",,"0",,,
"1742503233.105",,,"0",,
"1742503233.106",,,,"2.32",
"1742503233.108","0",,,,
"1742503233.11",,"0","0",,
"1742503233.112",,,,"2.29",
"1742503233.113","0",,,,
"1742503233.115",,"0",,,
"1742503233.116",,,"0",,
"1742503233.117",,,,"2.27",
"1742503233.118","0",,,,
"1742503233.12",,"0",,,
"1742503233.121",,,"0",,
"1742503233.122",,,,"2.24",
"1742503233.124","0",,,,
"1742503233.125",,"0",,,
"1742503233.126",,,"0",,
"1742503233.127",,,,"2.22",
"1742503233.129","0",,,,
"1742503233.13",,"0",,,
"1742503233.131",,,"0",,
"1742503233.133",,,,"2.21",
"1742503233.134","0",,,,
"1742503233.136",,"0","0",,
"1742503233.138",,,,"2.19",
"1742503233.139","0",,,,
"1742503233.141",,"0",,,
"1742503233.142",,,"0",,
"1742503233.143",,,,"2.18",
"1742503233.144","0",,,,
"1742503233.146",,"0",,,
"1742503233.147",,,"0",,
"1742503233.148",,,,"2.17",
"1742503233.149","0",,,,
"1742503233.151",,"0",,,
"1742503233.152",,,"0",,
"1742503233.153",,,,"2.16",
"1742503233.155","0",,,,
"1742503233.156",,"0",,,
"1742503233.157",,,"0",,
"1742503233.158",,,,"2.16",
"1742503233.16","0",,,,
"1742503233.162",,"0","0",,
"1742503233.164",,,,"2.16",
"1742503233.165","0",,,,
"1742503233.167",,"0",,,
"1742503233.168",,,"0",,
"1742503233.169",,,,"2.16",
"1742503233.17","0",,,,
"1742503233.172",,"0",,,
"1742503233.173",,,"0",,
"1742503233.174",,,,"2.15",
"1742503233.175","0",,,,
"1742503233.177",,"0",,,
"1742503233.178",,,"0",,
"1742503233.179",,,,"2.16",
"1742503233.181","0",,,,
"1742503233.182",,"0",,,
"1742503233.183",,,"0",,
"1742503233.184",,,,"2.16",
"1742503233.186","0",,,,
"1742503233.188",,"0","0",,
"1742503233.19",,,,"2.16",
"1742503233.191","0",,,,
"1742503233.193",,"0",,,
"1742503233.194",,,"0",,
"1742503233.195",,,,"2.16",
"1742503233.196","0",,,,
"1742503233.198",,"0",,,
"1742503233.199",,,"0",,
"1742503233.2",,,,"2.16",
"1742503233.201","0",,,,
"1742503233.203",,"0",,,
"1742503233.204",,,"0",,
"1742503233.205",,,,"2.16",
"1742503233.207","0",,,,
"1742503233.208",,"0",,,
"1742503233.209",,,"0",,
"1742503233.21",,,,"2.17",
"1742503233.212","0",,,,
"1742503233.213",,"0",,,
"1742503233.214",,,"0",,
"1742503233.216",,,,"2.17",
"1742503233.217","0",,,,
"1742503233.219",,"0",,,
"1742503233.22",,,"0",,
"1742503233.221",,,,"2.17",
"1742503233.222","0",,,,
"1742503233.224",,"0",,,
"1742503233.225",,,"0",,
"1742503233.226",,,,"2.18",
"1742503233.227","0",,,,
"1742503233.229",,"0",,,
"1742503233.23",,,"0",,
"1742503233.231",,,,"2.18",
"1742503233.233","0",,,,
"1742503233.234",,"0",,,
"1742503233.235",,,"0",,
"1742503233.236",,,,"2.19",
"1742503233.238","0",,,,
"1742503233.239",,"0",,,
"1742503233.24",,,"0",,
"1742503233.242",,,,"2.19",
"1742503233.243","0",,,,
"1742503233.245",,"0","0",,
"1742503233.247",,,,"2.19",
"1742503233.248","0",,,,
"1742503233.25",,"0",,,
"1742503233.251",,,"0",,
"1742503233.252",,,,"2.19",
"1742503233.253","0",,,,
"1742503233.255",,"0",,,
"1742503233.256",,,"0",,
"1742503233.257",,,,"2.2",
"1742503233.259","0",,,,
"1742503233.26",,"0",,,
"1742503233.261",,,"0",,
"1742503233.262",,,,"2.21",
"1742503233.264","0",,,,
"1742503233.265",,"0",,,
"1742503233.266",,,"0",,
"1742503233.268",,,,"2.21",
"1742503233.269","0",,,,
"1742503233.271",,"0","0",,
"1742503233.273",,,,"2.21",
"1742503233.274","0",,,,
"1742503233.276",,"0",,,
"1742503233.277",,,"0",,
"1742503233.278",,,,"2.22",
"1742503233.279","0",,,,
"1742503233.281",,"0",,,
"1742503233.282",,,"0",,
"1742503233.283",,,,"2.23",
"1742503233.284","0",,,,
"1742503233.286",,"0",,,
"1742503233.287",,,"0",,
"1742503233.288",,,,"2.22",
"1742503233.29","0",,,,
"1742503233.291",,"0",,,
"1742503233.292",,,"0",,
"1742503233.294",,,,"2.22",
"1742503233.295","0",,,,
"1742503233.297",,"0","0",,
"1742503233.299",,,,"2.23",
"1742503233.3","0",,,,
"1742503233.302",,"0","0",,
"1742503233.304",,,,"2.23",
"1742503233.305","0",,,,
"1742503233.307",,"0",,,
"1742503233.308",,,"0",,
"1742503233.309",,,,"2.23",
"1742503233.31","0",,,,
"1742503233.312",,"0",,,
"1742503233.313",,,"0",,
"1742503233.314",,,,"2.23",
"1742503233.316","0",,,,
"1742503233.317",,"0",,,
"1742503233.318",,,"0",,
"1742503233.319",,,,"2.24",
"1742503233.321","0",,,,
"1742503233.323",,"0","0",,
"1742503233.325",,,,"2.24",
"1742503233.326","0",,,,
"1742503233.328",,"0","0",,
"1742503233.33",,,,"2.24",
"1742503233.331","0",,,,
"1742503233.333",,"0",,,
"1742503233.334",,,"0",,
"1742503233.335",,,,"2.23",
"1742503233.336","0",,,,
"1742503233.338",,"0",,,
"1742503233.339",,,"0",,
"1742503233.34",,,,"2.24",
"1742503233.342","0",,,,
"1742503233.343",,"0",,,
"1742503233.344",,,"0",,
"1742503233.345",,,,"2.24",
"1742503233.347","0",,,,
"1742503233.348",,"0",,,
"1742503233.349",,,"0",,
"1742503233.351",,,,"2.24",
"1742503233.352","0",,,,
"1742503233.354",,"0","0",,
"1742503233.356",,,,"2.24",
"1742503233.357","0",,,,
"1742503233.359",,"0",,,
"1742503233.36",,,"0",,
"1742503233.361",,,,"2.25",
"1742503233.362","0",,,,
"1742503233.364",,"0",,,
"1742503233.365",,,"0",,
"1742503233.366",,,,"2.25",
"1742503233.368","0",,,,
"1742503233.369",,"0",,,
"1742503233.37",,,"0",,
"1742503233.371",,,,"2.25",
"1742503233.373","0",,,,
"1742503233.374",,"0",,,
"1742503233.375",,,"0",,
"1742503233.377",,,,"2.25",
"1742503233.378","0",,,,
"1742503233.38",,"0","0",,
"1742503233.382",,,,"2.26",
"1742503233.383","0",,,,
"1742503233.385",,"0",,,
"1742503233.386",,,"0",,
"1742503233.387",,,,"2.25",
"1742503233.388","0",,,,
"1742503233.39",,"0",,,
"1742503233.391",,,"0",,
"1742503233.392",,,,"2.25",
"1742503233.393","0",,,,
"1742503233.395",,"0",,,
"1742503233.396",,,"0",,
"1742503233.397",,,,"2.26",
"1742503233.399","0",,,,
"1742503233.4",,"0",,,
"1742503233.401",,,"0",,
"1742503233.402",,,,"2.26",
"1742503233.404","0",,,,
"1742503233.406",,"0","0",,
"1742503233.408",,,,"2.25",
"1742503233.409","0",,,,
"1742503233.411",,"0",,,
"1742503233.412",,,"0",,
"1742503233.413",,,,"2.26",
"1742503233.414","0",,,,
"1742503233.416",,"0",,,
"1742503233.417",,,"0",,
"1742503233.418",,,,"2.27",
"1742503233.419","0",,,,
"1742503233.421",,"0",,,
"1742503233.422",,,"0",,
"1742503233.423",,,,"2.26",
"1742503233.425","0",,,,
"1742503233.426",,"0",,,
"1742503233.427",,,"0",,
"1742503233.428",,,,"2.27",
"1742503233.43","0",,,,
"1742503233.432",,"0","0",,
"1742503233.434",,,,"2.26",
"1742503233.435","0",,,,
"1742503233.437",,"0","0",,
"1742503233.439",,,,"2.26",
"1742503233.44","0",,,,
"1742503233.442",,"0",,,
"1742503233.443",,,"0",,
"1742503233.444",,,,"2.26",
"1742503233.445","0",,,,
"1742503233.447",,"0",,,
"1742503233.448",,,"0",,
"1742503233.449",,,,"2.27",
"1742503233.451","0",,,,
"1742503233.452",,"0",,,
"1742503233.453",,,"0",,
"1742503233.454",,,,"2.26",
"1742503233.456","0",,,,
"1742503233.458",,"0","0",,
"1742503233.46",,,,"2.27",
"1742503233.461","0",,,,
"1742503233.463",,"0","0",,
"1742503233.465",,,,"2.27",
"1742503233.466","0",,,,
"1742503233.468",,"0",,,
"1742503233.469",,,"0",,
"1742503233.47",,,,"2.27",
"1742503233.471","0",,,,
"1742503233.473",,"0",,,
"1742503233.474",,,"0",,
"1742503233.475",,,,"2.27",
"1742503233.477","0",,,,
"1742503233.478",,"0",,,
"1742503233.479",,,"0",,
"1742503233.48",,,,"2.27",
"1742503233.482","0",,,,
"1742503233.484",,"0","0",,
"1742503233.486",,,,"2.27",
"1742503233.487","0",,,,
"1742503233.489",,"0","0",,
"1742503233.491",,,,"2.27",
"1742503233.492","0",,,,
"1742503233.494",,"0",,,
"1742503233.495",,,"0",,
"1742503233.496",,,,"2.27",
"1742503233.497","0",,,,
"1742503233.499",,"0",,,
"1742503233.5",,,"0",,
"1742503233.501",,,,"2.27",
"1742503233.503","0",,,,
"1742503233.504",,"0",,,
"1742503233.505",,,"0",,
"1742503233.506",,,,"2.27",
"1742503233.508","0",,,,
"1742503233.509",,"0",,,
"1742503233.51",,,"0",,
"1742503233.512",,,,"2.27",
